System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_0.3,13.26,4,0,3,0.3,4_1,41,2000,13.26,2001,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_1.2,5559714.57,4,1,2,1.2,4_2,42,2000,5559714.57,2002,9751334.6,57.01,1150000,8.479
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2000,0,2003,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2001,0,2002,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_1.1,39954.21,3,1,1,1.1,3_2,32,2001,39954.21,2003,1677183.6300000001,2.38,680850,2.463
Bristol Bay,Alagnak,2004,7525949.14,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2002,0,2003,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1997,0,2001,1380936,0,556193.25,2.483
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1998,0,2000,2777780.1399999997,0,643110,4.319
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1998,0,2001,2777780.1399999997,0,643110,4.319
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1998,0,2002,2777780.1399999997,0,643110,4.319
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1999,0,2000,3715855.26,0,1182180,3.143
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_1.4,277.28,6,1,4,1.4,6_2,62,1999,277.28,2001,3715855.26,0.01,1182180,3.143
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_2.3,1053967.22,6,2,3,2.3,6_3,63,1999,1053967.22,2002,3715855.26,28.36,1182180,3.143
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1999,0,2003,3715855.26,0,1182180,3.143
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_0.4,287.75,5,0,4,0.4,5_1,51,2000,287.75,2001,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_1.3,4007257.57,5,1,3,1.3,5_2,52,2000,4007257.57,2002,9751334.6,41.09,1150000,8.479
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_2.2,34671.47,5,2,2,2.2,5_3,53,2000,34671.47,2003,9751334.6,0.36,1150000,8.479
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2000,0,2004,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_0.3,306.96,4,0,3,0.3,4_1,41,2001,306.96,2002,1677183.6300000001,0.02,680850,2.463
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_1.2,127914.75,4,1,2,1.2,4_2,42,2001,127914.75,2003,1677183.6300000001,7.63,680850,2.463
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_2.1,17.9,4,2,1,2.1,4_3,43,2001,17.9,2004,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2002,0,2003,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_1.1,14.68,3,1,1,1.1,3_2,32,2002,14.68,2004,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2005,5224715.58,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2003,0,2004,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1998,0,2002,2777780.1399999997,0,643110,4.319
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1999,0,2001,3715855.26,0,1182180,3.143
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_2.4,10608.01,7,2,4,2.4,7_3,73,1999,10608.01,2002,3715855.26,0.29,1182180,3.143
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_3.3,45.82,7,3,3,3.3,7_4,74,1999,45.82,2003,3715855.26,0,1182180,3.143
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2000,0,2001,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_1.4,31485.87,6,1,4,1.4,6_2,62,2000,31485.87,2002,9751334.6,0.32,1150000,8.479
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_2.3,115780.49,6,2,3,2.3,6_3,63,2000,115780.49,2003,9751334.6,1.19,1150000,8.479
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_3.2,72.45,6,3,2,3.2,6_4,64,2000,72.45,2004,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2001,0,2002,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_1.3,1366722.79,5,1,3,1.3,5_2,52,2001,1366722.79,2003,1677183.6300000001,81.49,680850,2.463
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_2.2,37516.65,5,2,2,2.2,5_3,53,2001,37516.65,2004,1677183.6300000001,2.24,680850,2.463
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2001,0,2005,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_0.3,6015,4,0,3,0.3,4_1,41,2002,6015,2003,3727487.5100000002,0.16,767000,4.86
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_1.2,1774631.84,4,1,2,1.2,4_2,42,2002,1774631.84,2004,3727487.5100000002,47.61,767000,4.86
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2002,0,2005,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2003,0,2004,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_1.1,0,3,1,1,1.1,3_2,32,2003,0,2005,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2006,3342878.92,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2004,0,2005,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1999,0,2003,3715855.26,0,1182180,3.143
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2000,0,2002,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2000,0,2003,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2000,0,2004,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2001,0,2002,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_1.4,12340.67,6,1,4,1.4,6_2,62,2001,12340.67,2003,1677183.6300000001,0.74,680850,2.463
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_2.3,92409.7,6,2,3,2.3,6_3,63,2001,92409.7,2004,1677183.6300000001,5.51,680850,2.463
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2001,0,2005,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2002,0,2003,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_1.3,1836230.75,5,1,3,1.3,5_2,52,2002,1836230.75,2004,3727487.5100000002,49.26,767000,4.86
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_2.2,67960.44,5,2,2,2.2,5_3,53,2002,67960.44,2005,3727487.5100000002,1.82,767000,4.86
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2002,0,2006,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2003,0,2004,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_1.2,2760468.65,4,1,2,1.2,4_2,42,2003,2760468.65,2005,6701447.449999999,41.19,3676146,1.823
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2003,0,2006,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2004,0,2005,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_1.1,1822.48,3,1,1,1.1,3_2,32,2004,1822.48,2006,2514459.41,0.07,5400000,0.466
Bristol Bay,Alagnak,2007,4771232.68,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2005,0,2006,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2000,0,2004,9751334.6,0,1150000,8.479
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2001,0,2003,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2001,0,2004,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2001,0,2005,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2002,0,2003,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_1.4,4217.83,6,1,4,1.4,6_2,62,2002,4217.83,2004,3727487.5100000002,0.11,767000,4.86
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_2.3,38416.97,6,2,3,2.3,6_3,63,2002,38416.97,2005,3727487.5100000002,1.03,767000,4.86
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2002,0,2006,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2003,0,2004,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_1.3,3797307.26,5,1,3,1.3,5_2,52,2003,3797307.26,2005,6701447.449999999,56.66,3676146,1.823
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_2.2,5381.48,5,2,2,2.2,5_3,53,2003,5381.48,2006,6701447.449999999,0.08,3676146,1.823
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2003,0,2007,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2004,0,2005,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_1.2,860687.91,4,1,2,1.2,4_2,42,2004,860687.91,2006,2514459.41,34.23,5400000,0.466
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2004,0,2007,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2005,0,2006,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_1.1,0,3,1,1,1.1,3_2,32,2005,0,2007,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2008,4706011.46,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2006,0,2007,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2001,0,2005,1677183.6300000001,0,680850,2.463
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2002,0,2004,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2002,0,2005,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2002,0,2006,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2003,0,2004,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_1.4,116853.81,6,1,4,1.4,6_2,62,2003,116853.81,2005,6701447.449999999,1.74,3676146,1.823
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_2.3,21436.25,6,2,3,2.3,6_3,63,2003,21436.25,2006,6701447.449999999,0.32,3676146,1.823
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2003,0,2007,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2004,0,2005,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_1.3,1378015.37,5,1,3,1.3,5_2,52,2004,1378015.37,2006,2514459.41,54.8,5400000,0.466
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_2.2,109723.99,5,2,2,2.2,5_3,53,2004,109723.99,2007,2514459.41,4.36,5400000,0.466
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2004,0,2008,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2005,0,2006,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_1.2,741790.31,4,1,2,1.2,4_2,42,2005,741790.31,2007,2839947.7,26.12,4218990,0.673
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2005,0,2008,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2006,0,2007,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_1.1,1340.21,3,1,1,1.1,3_2,32,2006,1340.21,2008,2439834.28,0.05,1773966,1.375
Bristol Bay,Alagnak,2009,2369159.93,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2007,0,2008,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2002,0,2006,3727487.5100000002,0,767000,4.86
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2003,0,2005,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2003,0,2006,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2003,0,2007,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2004,0,2005,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_1.4,15868.21,6,1,4,1.4,6_2,62,2004,15868.21,2006,2514459.41,0.63,5400000,0.466
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_2.3,148341.45,6,2,3,2.3,6_3,63,2004,148341.45,2007,2514459.41,5.9,5400000,0.466
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2004,0,2008,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2005,0,2006,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_1.3,1855297.39,5,1,3,1.3,5_2,52,2005,1855297.39,2007,2839947.7,65.33,4218990,0.673
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_2.2,127545.81,5,2,2,2.2,5_3,53,2005,127545.81,2008,2839947.7,4.49,4218990,0.673
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2005,0,2009,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2006,0,2007,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_1.2,666876.14,4,1,2,1.2,4_2,42,2006,666876.14,2008,2439834.28,27.33,1773966,1.375
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2006,0,2009,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2007,0,2008,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_1.1,1625.26,3,1,1,1.1,3_2,32,2007,1625.26,2009,2209579.35,0.07,2470000,0.895
Bristol Bay,Alagnak,2010,2815554.26,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2008,0,2009,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2003,0,2007,6701447.449999999,0,3676146,1.823
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2004,0,2006,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2004,0,2007,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2004,0,2008,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2005,0,2006,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_1.4,7216.03,6,1,4,1.4,6_2,62,2005,7216.03,2007,2839947.7,0.25,4218990,0.673
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_2.3,108098.16,6,2,3,2.3,6_3,63,2005,108098.16,2008,2839947.7,3.81,4218990,0.673
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2005,0,2009,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2006,0,2007,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_1.3,1577882.43,5,1,3,1.3,5_2,52,2006,1577882.43,2008,2439834.28,64.67,1773966,1.375
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_2.2,54790.96,5,2,2,2.2,5_3,53,2006,54790.96,2009,2439834.28,2.25,1773966,1.375
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2006,0,2010,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2007,0,2008,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_1.2,500487.03,4,1,2,1.2,4_2,42,2007,500487.03,2009,2209579.35,22.65,2470000,0.895
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2007,0,2010,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2008,0,2009,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_1.1,827.07,3,1,1,1.1,3_2,32,2008,827.07,2010,1924725.4,0.04,2180502,0.883
Bristol Bay,Alagnak,2011,2249301.67,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2009,0,2010,1405166.25,0,971000,1.447
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2004,0,2008,2514459.41,0,5400000,0.466
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2005,0,2007,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_2.4,384.67,7,2,4,2.4,7_3,73,2005,384.67,2008,2839947.7,0.01,4218990,0.673
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2005,0,2009,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2006,0,2007,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_1.4,623.63,6,1,4,1.4,6_2,62,2006,623.63,2008,2439834.28,0.03,1773966,1.375
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_2.3,138224.74,6,2,3,2.3,6_3,63,2006,138224.74,2009,2439834.28,5.67,1773966,1.375
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_3.2,96.17,6,3,2,3.2,6_4,64,2006,96.17,2010,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2007,0,2008,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_1.3,1099434.14,5,1,3,1.3,5_2,52,2007,1099434.14,2009,2209579.35,49.76,2470000,0.895
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_2.2,481557.64,5,2,2,2.2,5_3,53,2007,481557.64,2010,2209579.35,21.79,2470000,0.895
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2007,0,2011,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_0.3,96.17,4,0,3,0.3,4_1,41,2008,96.17,2009,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_1.2,507010.24,4,1,2,1.2,4_2,42,2008,507010.24,2010,1924725.4,26.34,2180502,0.883
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2008,0,2011,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2009,0,2010,1405166.25,0,971000,1.447
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_1.1,0,3,1,1,1.1,3_2,32,2009,0,2011,1405166.25,0,971000,1.447
Bristol Bay,Alagnak,2012,2227427.4,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2010,0,2011,6499066.2,0,1190000,5.461
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2005,0,2009,2839947.7,0,4218990,0.673
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2006,0,2008,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2006,0,2009,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_3.3,86.26,7,3,3,3.3,7_4,74,2006,86.26,2010,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2007,0,2008,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_1.4,258.78,6,1,4,1.4,6_2,62,2007,258.78,2009,2209579.35,0.01,2470000,0.895
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_2.3,126216.5,6,2,3,2.3,6_3,63,2007,126216.5,2010,2209579.35,5.71,2470000,0.895
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2007,0,2011,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2008,0,2009,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_1.3,1252746,5,1,3,1.3,5_2,52,2008,1252746,2010,1924725.4,65.09,2180502,0.883
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_2.2,89671.57,5,2,2,2.2,5_3,53,2008,89671.57,2011,1924725.4,4.66,2180502,0.883
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2008,0,2012,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2009,0,2010,1405166.25,0,971000,1.447
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_1.2,461079.57,4,1,2,1.2,4_2,42,2009,461079.57,2011,1405166.25,32.81,971000,1.447
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_2.1,172.52,4,2,1,2.1,4_3,43,2009,172.52,2012,1405166.25,0.01,971000,1.447
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2010,0,2011,6499066.2,0,1190000,5.461
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_1.1,0,3,1,1,1.1,3_2,32,2010,0,2012,6499066.2,0,1190000,5.461
Bristol Bay,Alagnak,2013,1930231.21,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2011,0,2012,6167785.97,0,883794,6.979
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2006,0,2010,2439834.28,0,1773966,1.375
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2007,0,2009,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_2.4,100.57,7,2,4,2.4,7_3,73,2007,100.57,2010,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2007,0,2011,2209579.35,0,2470000,0.895
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2008,0,2009,1924725.4,0,2180502,0.883
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_1.4,3907.47,6,1,4,1.4,6_2,62,2008,3907.47,2010,1924725.4,0.2,2180502,0.883
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_2.3,70466.88,6,2,3,2.3,6_3,63,2008,70466.88,2011,1924725.4,3.66,2180502,0.883
Bristol Bay,Alagnak,2014,1621056.35,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2008,0,2012,1924725.4,0,2180502,0.883
