Stock,FC_Year,ModelLabel,Age,PointFC,AvgRankByAge,p10,p25,p50,p75,p90,System
Egegik,2025,TimeSeriesExpSmoothBC,Age 4,3725599,6.333333333333333,713965,1521904,3244169,5695093,9626934,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothBC,Age 5,5077044,4.833333333333333,1725966,2628330,4864536,7895214,10732596,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothBC,Age 6,1263780,6.5,410646,705266,1198862,1917620,2920255,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothBC,Total,10261284,4.583333333333333,4243107,6424939,9081342,12531627,15338604,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothNoBC,Age 3,11302,5,58,652,7932,79536,459925,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothNoBC,Age 4,2672765,3.25,476004,951644,2044839,4543344,7643109,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothNoBC,Age 5,5586551,3.1666666666666665,1908935,3070118,4820481,7287921,9992081,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothNoBC,Age 6,1812183,4.666666666666667,518855,926016,1767673,3034134,4567281,Bristol Bay
Egegik,2025,TimeSeriesExpSmoothNoBC,Total,10082800,2.3333333333333335,4807118,7117098,9612369,12386131,14909700,Bristol Bay
Egegik,2026,Naive4,Age 3,59494,3,829,4334,31403,166292,645354,Bristol Bay
Egegik,2026,Naive4,Age 4,2486447,3,395319,881534,1845912,4322033,7283950,Bristol Bay
Egegik,2026,Naive4,Age 5,6862178,5.25,2476179,3719061,5904313,9344806,13053147,Bristol Bay
Egegik,2026,Naive4,Age 6,2218753,3.1666666666666665,656197,1215100,2144156,3594567,5318759,Bristol Bay
Egegik,2026,Naive4,Total,11626871,2.6666666666666665,5317047,7900275,10978903,14507836,18063698,Bristol Bay
Egegik,2026,Naive8,Age 3,129812,5.5,1660,12784,68742,377178,1727858,Bristol Bay
Egegik,2026,Naive8,Age 4,3754284,3.8333333333333335,698470,1641284,3214940,6622932,10030358,Bristol Bay
Egegik,2026,Naive8,Age 5,6115303,6.083333333333333,2271583,3232638,5347232,8743786,12543200,Bristol Bay
Egegik,2026,Naive8,Age 6,1374267,5.166666666666667,451837,773071,1322935,2065684,3111142,Bristol Bay
Egegik,2026,Naive8,Total,11373666,5.666666666666667,4329369,6873685,10538611,14350761,18372976,Bristol Bay
Egegik,2026,SibRegSimple,Age 3,106423,3,1808,9078,64048,338635,1049024,Bristol Bay
Egegik,2026,SibRegSimple,Age 4,2521679,5.666666666666667,53435,313602,1868996,12487976,39276237,Bristol Bay
Egegik,2026,SibRegSimple,Age 5,1488923,7.416666666666667,421663,765559,1377140,2436175,3394612,Bristol Bay
Egegik,2026,SibRegSimple,Age 6,3431764,4.916666666666667,1189935,1863601,3047183,4920620,6809291,Bristol Bay
Egegik,2026,SibRegSimple,Total,7548789,8,2943845,4552091,6685196,10222412,14022939,Bristol Bay
Egegik,2026,SibRegLogPower,Age 3,106423,3,2230,11820,72322,430826,1447258,Bristol Bay
Egegik,2026,SibRegLogPower,Age 4,10027759,9,2259833,4366476,8406120,15215194,24263240,Bristol Bay
Egegik,2026,SibRegLogPower,Age 5,5057524,2.5,1942545,3019025,4525182,6657718,9334191,Bristol Bay
Egegik,2026,SibRegLogPower,Age 6,3074098,4.333333333333333,1096015,1795798,2733871,4487898,6258920,Bristol Bay
Egegik,2026,SibRegLogPower,Total,18265804,9,7771685,11404042,16357124,22856352,29246625,Bristol Bay
Egegik,2026,SibRegKalman,Age 3,106423,3,2325,10470,77994,450112,1496228,Bristol Bay
Egegik,2026,SibRegKalman,Age 4,2737090,2.3333333333333335,634527,1208726,2618094,4824138,7165663,Bristol Bay
Egegik,2026,SibRegKalman,Age 5,3455068,3.0833333333333335,1399281,1961107,2994357,4413112,5998788,Bristol Bay
Egegik,2026,SibRegKalman,Age 6,3408513,5.166666666666667,1123147,1816126,3075461,5010372,6825805,Bristol Bay
Egegik,2026,SibRegKalman,Total,9707094,5.5,4408203,6103198,8957651,13052947,15372897,Bristol Bay
Egegik,2026,TimeSeriesArimaBC,Age 3,209697,8.833333333333334,3846,26790,212001,1006035,3695982,Bristol Bay
Egegik,2026,TimeSeriesArimaBC,Age 4,2932395,6.5,531958,1112053,2456480,5088450,8505801,Bristol Bay
Egegik,2026,TimeSeriesArimaBC,Age 5,5929529,5.916666666666667,1900947,3079638,5109975,8213524,11530843,Bristol Bay
Egegik,2026,TimeSeriesArimaBC,Age 6,1122072,3.5,291382,485842,900000,1508498,2152080,Bristol Bay
Egegik,2026,TimeSeriesArimaBC,Total,10193694,2.1666666666666665,4606402,6953050,9571205,12704860,15584236,Bristol Bay
Egegik,2026,TimeSeriesArimaNoBC,Age 3,58148,6.083333333333333,473,4180,40410,374230,2169071,Bristol Bay
Egegik,2026,TimeSeriesArimaNoBC,Age 4,1141087,5.416666666666667,174612,412976,913176,2096293,3868884,Bristol Bay
Egegik,2026,TimeSeriesArimaNoBC,Age 5,6029444,6.333333333333333,1924351,3026082,5220982,7959504,11006257,Bristol Bay
Egegik,2026,TimeSeriesArimaNoBC,Age 6,1362613,7.583333333333333,55061,207686,937805,3047262,10371993,Bristol Bay
Egegik,2026,TimeSeriesArimaNoBC,Total,8591292,5,3473052,5436408,7997316,11221498,13890055,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothBC,Age 3,210155,7.5,2737,18426,169517,1194684,4824209,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothBC,Age 4,3809918,6.25,733860,1683395,3627256,7113785,10559068,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothBC,Age 5,5926725,5.25,1924837,3024666,4991882,8181034,11834029,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothBC,Age 6,1126895,6.5,342373,565076,993248,1718796,2453603,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothBC,Total,11073693,4.75,5522347,7655778,10281438,13392944,16744018,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothNoBC,Age 3,12584,5.083333333333333,82,508,7575,92233,569316,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothNoBC,Age 4,1634854,3,313115,634362,1285610,2845028,4880736,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothNoBC,Age 5,6013544,3.1666666666666665,2170072,3349686,5552317,8317424,11297911,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothNoBC,Age 6,1769553,4.666666666666667,593015,978066,1659905,2849773,4132263,Bristol Bay
Egegik,2026,TimeSeriesExpSmoothNoBC,Total,9430535,2.25,5004174,6478844,8859203,11114386,14273111,Bristol Bay
Igushik,2021,Naive4,Age 3,1173,2.5,25,178,901,4744,16637,Bristol Bay
Igushik,2021,Naive4,Age 4,607558,5,104529,214329,459896,1014422,1831004,Bristol Bay
Igushik,2021,Naive4,Age 5,818479,4.833333333333333,257238,437766,742058,1252334,1743376,Bristol Bay
Igushik,2021,Naive4,Age 6,3260,3.5,467,1148,2916,7274,13729,Bristol Bay
Igushik,2021,Naive4,Total,1430470,4.5,455157,771135,1275873,1788667,2501097,Bristol Bay
Igushik,2021,Naive8,Age 3,737,6.5,13,100,590,4072,12294,Bristol Bay
Igushik,2021,Naive8,Age 4,500442,3.3333333333333335,89023,201056,463012,973136,1719538,Bristol Bay
Igushik,2021,Naive8,Age 5,904792,3.6666666666666665,342786,522314,821646,1323644,1894526,Bristol Bay
Igushik,2021,Naive8,Age 6,12098,3.8333333333333335,1394,3536,10414,30273,59706,Bristol Bay
Igushik,2021,Naive8,Total,1418068,3.6666666666666665,452181,754564,1179974,1920690,2556209,Bristol Bay
Igushik,2021,SibRegSimple,Age 3,938,4.5,13,89,604,3405,9831,Bristol Bay
Igushik,2021,SibRegSimple,Age 4,425746,6.333333333333333,5223,34657,220283,1376866,5478666,Bristol Bay
Igushik,2021,SibRegSimple,Age 5,1109031,4,330781,542696,976363,1715725,2438634,Bristol Bay
Igushik,2021,SibRegSimple,Age 6,34286,8.166666666666666,3020,7692,26724,81106,178300,Bristol Bay
Igushik,2021,SibRegSimple,Total,1570001,5.5,443122,803852,1320316,2225383,3046635,Bristol Bay
Igushik,2021,SibRegLogPower,Age 3,938,4.5,17,92,623,3700,11174,Bristol Bay
Igushik,2021,SibRegLogPower,Age 4,550791,5.166666666666667,96724,228906,455119,841975,1428391,Bristol Bay
Igushik,2021,SibRegLogPower,Age 5,951206,2,367347,557565,894931,1344078,1789684,Bristol Bay
Igushik,2021,SibRegLogPower,Age 6,57631,5.916666666666667,6411,14814,42092,127614,289810,Bristol Bay
Igushik,2021,SibRegLogPower,Total,1560567,2.25,678033,1029779,1465878,2007344,2695626,Bristol Bay
Igushik,2021,SibRegKalman,Age 3,938,4.5,12,82,753,3933,19534,Bristol Bay
Igushik,2021,SibRegKalman,Age 4,527116,4.75,95418,207212,450902,958485,1779947,Bristol Bay
Igushik,2021,SibRegKalman,Age 5,1022783,2.6666666666666665,408534,592770,940652,1404651,1968786,Bristol Bay
Igushik,2021,SibRegKalman,Age 6,3956,7.333333333333333,31,296,3624,26992,161743,Bristol Bay
Igushik,2021,SibRegKalman,Total,1554794,2.4166666666666665,682033,1011172,1421634,2060812,2667285,Bristol Bay
Igushik,2021,TimeSeriesArimaBC,Age 3,52,3.8333333333333335,0,3,23,148,531,Bristol Bay
Igushik,2021,TimeSeriesArimaBC,Age 4,581060,2.6666666666666665,102633,206769,451838,949982,1474243,Bristol Bay
Igushik,2021,TimeSeriesArimaBC,Age 5,884813,8.166666666666666,282714,447070,741546,1274046,1937598,Bristol Bay
Igushik,2021,TimeSeriesArimaBC,Age 6,1436,5.25,128,362,1039,2800,7412,Bristol Bay
Igushik,2021,TimeSeriesArimaBC,Total,1467360,7.666666666666667,483324,785524,1296441,1932201,2745752,Bristol Bay
Igushik,2021,TimeSeriesArimaNoBC,Age 3,294,7.833333333333333,2,20,156,826,3644,Bristol Bay
Igushik,2021,TimeSeriesArimaNoBC,Age 4,466045,5.75,70731,159240,393926,861514,1561914,Bristol Bay
Igushik,2021,TimeSeriesArimaNoBC,Age 5,745923,4.5,285316,435934,692119,1095894,1533986,Bristol Bay
Igushik,2021,TimeSeriesArimaNoBC,Age 6,31797,3.1666666666666665,4017,10284,25589,70716,140542,Bristol Bay
Igushik,2021,TimeSeriesArimaNoBC,Total,1244059,4.333333333333333,433510,737936,1109358,1626019,2240122,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothBC,Age 3,499,3.1666666666666665,11,78,416,1845,6181,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothBC,Age 4,414803,5,79419,164037,411566,873852,1416304,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothBC,Age 5,1121968,8.666666666666666,325047,524238,919225,1547028,2354877,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothBC,Age 6,1688,2.6666666666666665,211,488,1309,3904,7544,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothBC,Total,1538958,8.666666666666666,438622,794252,1312066,2230383,3096485,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothNoBC,Age 3,923,7.666666666666667,5,54,592,6745,27389,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothNoBC,Age 4,474811,7,74550,164768,402043,714847,1306289,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothNoBC,Age 5,873144,6.5,259014,429676,838774,1353530,1931518,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothNoBC,Age 6,0,5.166666666666667,0,0,0,2,8,Bristol Bay
Igushik,2021,TimeSeriesExpSmoothNoBC,Total,1348878,6,482347,747142,1182840,1831841,2481874,Bristol Bay
Igushik,2022,Naive4,Age 3,732,2.3333333333333335,7,60,348,2382,8258,Bristol Bay
Igushik,2022,Naive4,Age 4,634391,4.666666666666667,93745,229910,533784,1170888,1862812,Bristol Bay
Igushik,2022,Naive4,Age 5,975246,4.833333333333333,294641,497576,875272,1378530,2003733,Bristol Bay
Igushik,2022,Naive4,Age 6,18329,3.8333333333333335,2286,5970,14427,39416,82628,Bristol Bay
Igushik,2022,Naive4,Total,1628696,4.666666666666667,612363,981888,1486058,2322764,3192988,Bristol Bay
Igushik,2022,Naive8,Age 3,737,6.833333333333333,10,77,411,2926,9423,Bristol Bay
Igushik,2022,Naive8,Age 4,610708,3.3333333333333335,106218,220978,501441,979441,1789614,Bristol Bay
Igushik,2022,Naive8,Age 5,953792,3.5,332445,555993,871919,1477816,2042475,Bristol Bay
Igushik,2022,Naive8,Age 6,19156,3.9166666666666665,2145,5608,15912,39026,78753,Bristol Bay
Igushik,2022,Naive8,Total,1584393,3.6666666666666665,526402,846892,1391562,2112569,2958881,Bristol Bay
Igushik,2022,SibRegSimple,Age 3,938,4.333333333333333,14,90,622,3500,13885,Bristol Bay
Igushik,2022,SibRegSimple,Age 4,263,6.333333333333333,2,18,136,792,3366,Bristol Bay
Igushik,2022,SibRegSimple,Age 5,2009034,4,594998,1059338,1805268,3041904,4499604,Bristol Bay
Igushik,2022,SibRegSimple,Age 6,50040,8,5135,13216,43728,126275,268436,Bristol Bay
Igushik,2022,SibRegSimple,Total,2060275,5.5,585223,911234,1558021,2677441,3683670,Bristol Bay
Igushik,2022,SibRegLogPower,Age 3,938,4.333333333333333,11,63,460,2712,8554,Bristol Bay
Igushik,2022,SibRegLogPower,Age 4,211094,4.833333333333333,43773,87370,174065,361038,610306,Bristol Bay
Igushik,2022,SibRegLogPower,Age 5,1182122,2,430446,715415,1077194,1639936,2133329,Bristol Bay
Igushik,2022,SibRegLogPower,Age 6,59292,5.083333333333333,6718,18956,46858,142108,281447,Bristol Bay
Igushik,2022,SibRegLogPower,Total,1453446,2.25,623870,956842,1412126,1920253,2496560,Bristol Bay
Igushik,2022,SibRegKalman,Age 3,938,4.333333333333333,10,102,805,4778,13510,Bristol Bay
Igushik,2022,SibRegKalman,Age 4,526103,4.333333333333333,100264,213251,427290,873046,1490238,Bristol Bay
Igushik,2022,SibRegKalman,Age 5,1601061,2.6666666666666665,646735,913532,1419637,2142782,2838533,Bristol Bay
Igushik,2022,SibRegKalman,Age 6,29910,7.333333333333333,268,2165,14956,145674,610295,Bristol Bay
Igushik,2022,SibRegKalman,Total,2158013,2.75,814404,1311419,1955681,2756728,3700064,Bristol Bay
Igushik,2022,TimeSeriesArimaBC,Age 3,33,3.1666666666666665,0,4,35,166,505,Bristol Bay
Igushik,2022,TimeSeriesArimaBC,Age 4,715132,2.6666666666666665,157268,290076,570023,1050962,1686770,Bristol Bay
Igushik,2022,TimeSeriesArimaBC,Age 5,1078242,8.166666666666666,317503,565790,920400,1583126,2317278,Bristol Bay
Igushik,2022,TimeSeriesArimaBC,Age 6,186984,5.666666666666667,16544,38948,127375,377189,839864,Bristol Bay
Igushik,2022,TimeSeriesArimaBC,Total,1980391,7.416666666666667,613600,1105617,1721119,2596614,3715580,Bristol Bay
Igushik,2022,TimeSeriesArimaNoBC,Age 3,509,7.5,3,44,376,2570,9347,Bristol Bay
Igushik,2022,TimeSeriesArimaNoBC,Age 4,725843,6.166666666666667,110968,247336,587022,1270775,2615613,Bristol Bay
Igushik,2022,TimeSeriesArimaNoBC,Age 5,901386,4.666666666666667,328351,523236,803877,1290214,1833833,Bristol Bay
Igushik,2022,TimeSeriesArimaNoBC,Age 6,32367,2.9166666666666665,3104,7922,23982,70476,150528,Bristol Bay
Igushik,2022,TimeSeriesArimaNoBC,Total,1660105,4.333333333333333,566729,918545,1428439,2194558,2899446,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothBC,Age 3,34,3.8333333333333335,-0,3,25,146,411,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothBC,Age 4,452904,5.666666666666667,76096,155667,353373,753196,1226661,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothBC,Age 5,885865,8.666666666666666,246039,395470,736071,1288972,2024156,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothBC,Age 6,190348,3.0833333333333335,18519,56316,169355,456805,869107,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothBC,Total,1529152,8.5,444479,799526,1431312,2289062,3125219,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothNoBC,Age 3,786,8.333333333333334,8,50,621,4602,22401,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothNoBC,Age 4,537990,7,92194,208672,481729,986586,1677373,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothNoBC,Age 5,932437,6.5,312247,487230,844800,1401306,2058645,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothNoBC,Age 6,32223,5.166666666666667,522,2730,20312,117352,427889,Bristol Bay
Igushik,2022,TimeSeriesExpSmoothNoBC,Total,1503437,5.916666666666667,516149,836834,1280399,1965250,2568686,Bristol Bay
Igushik,2023,Naive4,Age 3,898,2.3333333333333335,11,104,783,4034,15046,Bristol Bay
Igushik,2023,Naive4,Age 4,616772,4.25,116049,225458,522135,1045843,1843604,Bristol Bay
Igushik,2023,Naive4,Age 5,1257420,4.916666666666667,391693,676336,1173663,1892192,2540008,Bristol Bay
Igushik,2023,Naive4,Age 6,20138,3,3243,7488,20433,57448,110587,Bristol Bay
Igushik,2023,Naive4,Total,1895229,5.166666666666667,674287,982152,1676278,2475480,3383437,Bristol Bay
Igushik,2023,Naive8,Age 3,719,6.583333333333333,15,71,587,3198,12588,Bristol Bay
Igushik,2023,Naive8,Age 4,622784,3.3333333333333335,103230,244705,494079,989559,1710907,Bristol Bay
Igushik,2023,Naive8,Age 5,1141552,4.166666666666667,366888,593122,1047999,1683824,2346712,Bristol Bay
Igushik,2023,Naive8,Age 6,13068,3.5,1908,4196,10352,25482,53122,Bristol Bay
Igushik,2023,Naive8,Total,1778122,4,543673,955621,1600780,2373767,3121265,Bristol Bay
Igushik,2023,SibRegSimple,Age 3,719,4.333333333333333,8,63,473,2576,10347,Bristol Bay
Igushik,2023,SibRegSimple,Age 4,175477,6.333333333333333,2230,13812,99108,699558,2265772,Bristol Bay
Igushik,2023,SibRegSimple,Age 5,1347430,3.25,374049,653604,1199499,2177122,3058638,Bristol Bay
Igushik,2023,SibRegSimple,Age 6,119624,8,12546,27804,96577,241493,592545,Bristol Bay
Igushik,2023,SibRegSimple,Total,1643251,4.666666666666667,486084,895204,1473124,2219048,3065114,Bristol Bay
Igushik,2023,SibRegLogPower,Age 3,719,4.333333333333333,11,74,530,2741,10708,Bristol Bay
Igushik,2023,SibRegLogPower,Age 4,541051,5.5,91065,201894,427907,979653,1628171,Bristol Bay
Igushik,2023,SibRegLogPower,Age 5,1068009,2.5833333333333335,435178,625403,949836,1408173,1810993,Bristol Bay
Igushik,2023,SibRegLogPower,Age 6,57298,5.333333333333333,7137,19198,50038,158328,347011,Bristol Bay
Igushik,2023,SibRegLogPower,Total,1667077,2.6666666666666665,693914,1067800,1517491,2162786,2778802,Bristol Bay
Igushik,2023,SibRegKalman,Age 3,719,4.333333333333333,11,54,424,2222,7625,Bristol Bay
Igushik,2023,SibRegKalman,Age 4,606724,5,89378,227792,512742,1138819,1954142,Bristol Bay
Igushik,2023,SibRegKalman,Age 5,1240168,2.3333333333333335,496373,753640,1104439,1616644,2102205,Bristol Bay
Igushik,2023,SibRegKalman,Age 6,107984,7.166666666666667,744,6417,62049,551566,2798948,Bristol Bay
Igushik,2023,SibRegKalman,Total,1955595,2.3333333333333335,795056,1156211,1757829,2560926,3308445,Bristol Bay
Igushik,2023,TimeSeriesArimaBC,Age 3,54,3.3333333333333335,0,6,36,208,736,Bristol Bay
Igushik,2023,TimeSeriesArimaBC,Age 4,756984,2.5,139328,284181,612704,1223969,2151076,Bristol Bay
Igushik,2023,TimeSeriesArimaBC,Age 5,1596520,8.166666666666666,471513,818040,1480809,2426697,3445183,Bristol Bay
Igushik,2023,TimeSeriesArimaBC,Age 6,12440,5.833333333333333,1149,3352,11323,36682,83148,Bristol Bay
Igushik,2023,TimeSeriesArimaBC,Total,2365998,7.333333333333333,767092,1272354,2059704,3010456,4398416,Bristol Bay
Igushik,2023,TimeSeriesArimaNoBC,Age 3,501,7.25,9,46,382,2040,7919,Bristol Bay
Igushik,2023,TimeSeriesArimaNoBC,Age 4,568872,5.75,99989,231198,467725,1018749,1679275,Bristol Bay
Igushik,2023,TimeSeriesArimaNoBC,Age 5,1554910,5.083333333333333,514405,809346,1496385,2274434,3060993,Bristol Bay
Igushik,2023,TimeSeriesArimaNoBC,Age 6,32008,3.1666666666666665,3473,9258,29018,70018,156633,Bristol Bay
Igushik,2023,TimeSeriesArimaNoBC,Total,2156292,5,860289,1311024,1997114,2975932,3960681,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothBC,Age 3,308,4,6,30,207,1185,3914,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothBC,Age 4,503316,5.5,92866,184727,388512,837467,1460370,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothBC,Age 5,1353364,8.5,374870,632514,1167897,1981051,3074058,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothBC,Age 6,13561,4.166666666666667,1614,5076,13521,31910,71266,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothBC,Total,1870550,8,500029,930806,1545194,2488718,3359889,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothNoBC,Age 3,759,8.5,8,66,618,4734,18480,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothNoBC,Age 4,563059,6.833333333333333,94631,188026,446713,985381,1554473,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothNoBC,Age 5,1703476,6,564012,892866,1482293,2596268,3695953,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothNoBC,Age 6,32017,4.833333333333333,577,3370,22928,129006,602127,Bristol Bay
Igushik,2023,TimeSeriesExpSmoothNoBC,Total,2299313,5.833333333333333,700391,1258324,2074124,2990366,4057830,Bristol Bay
Igushik,2024,Naive4,Age 3,686,2.8333333333333335,8,56,492,2948,10872,Bristol Bay
Igushik,2024,Naive4,Age 4,634384,4.666666666666667,115581,246506,546775,1092566,1852381,Bristol Bay
Igushik,2024,Naive4,Age 5,1238990,4.833333333333333,421858,697430,1198341,1937648,2526803,Bristol Bay
Igushik,2024,Naive4,Age 6,26402,2.8333333333333335,2990,7049,19661,56638,116153,Bristol Bay
Igushik,2024,Naive4,Total,1900462,5.083333333333333,685225,1125104,1730172,2617072,3452236,Bristol Bay
Igushik,2024,Naive8,Age 3,670,7,11,65,542,3708,15325,Bristol Bay
Igushik,2024,Naive8,Age 4,597268,3.3333333333333335,101050,215476,474094,1057883,1731368,Bristol Bay
Igushik,2024,Naive8,Age 5,1130740,4.333333333333333,390709,646600,1080111,1638087,2263669,Bristol Bay
Igushik,2024,Naive8,Age 6,16511,3.1666666666666665,1725,4675,16083,36982,79715,Bristol Bay
Igushik,2024,Naive8,Total,1745189,3.8333333333333335,540884,941968,1629033,2421968,3302778,Bristol Bay
Igushik,2024,SibRegSimple,Age 3,719,4.583333333333333,6,48,441,3110,11016,Bristol Bay
Igushik,2024,SibRegSimple,Age 4,267,6.333333333333333,3,28,181,1061,2896,Bristol Bay
Igushik,2024,SibRegSimple,Age 5,607120,3.1666666666666665,152987,284970,494380,854717,1311559,Bristol Bay
Igushik,2024,SibRegSimple,Age 6,47940,8.166666666666666,4432,12942,43126,117194,237882,Bristol Bay
Igushik,2024,SibRegSimple,Total,656045,4.666666666666667,189559,346560,574850,918780,1267730,Bristol Bay
Igushik,2024,SibRegLogPower,Age 3,719,4.583333333333333,6,41,421,3575,10474,Bristol Bay
Igushik,2024,SibRegLogPower,Age 4,222421,5.5,48207,94181,179073,385273,638063,Bristol Bay
Igushik,2024,SibRegLogPower,Age 5,801492,2.5,353558,515029,760614,1144238,1531614,Bristol Bay
Igushik,2024,SibRegLogPower,Age 6,57798,5.333333333333333,6868,17556,51310,132470,250254,Bristol Bay
Igushik,2024,SibRegLogPower,Total,1082430,2.6666666666666665,429577,673919,1012509,1377701,1743024,Bristol Bay
Igushik,2024,SibRegKalman,Age 3,719,4.583333333333333,7,54,427,2625,9916,Bristol Bay
Igushik,2024,SibRegKalman,Age 4,510543,4.583333333333333,81234,191042,485613,993454,1660952,Bristol Bay
Igushik,2024,SibRegKalman,Age 5,718105,2.3333333333333335,296462,446165,675133,968960,1290440,Bristol Bay
Igushik,2024,SibRegKalman,Age 6,25488,7.5,248,1978,17699,130115,431679,Bristol Bay
Igushik,2024,SibRegKalman,Total,1254854,2.3333333333333335,516352,756869,1118961,1555708,2027539,Bristol Bay
Igushik,2024,TimeSeriesArimaBC,Age 3,35,3.1666666666666665,0,2,18,110,368,Bristol Bay
Igushik,2024,TimeSeriesArimaBC,Age 4,658332,2.3333333333333335,139283,306636,564021,1034795,1678613,Bristol Bay
Igushik,2024,TimeSeriesArimaBC,Age 5,1124192,8.166666666666666,351762,551911,1022303,1625356,2341631,Bristol Bay
Igushik,2024,TimeSeriesArimaBC,Age 6,193475,5.666666666666667,17757,56016,181882,530629,1062449,Bristol Bay
Igushik,2024,TimeSeriesArimaBC,Total,1976034,7.666666666666667,656559,1074538,1714221,2811785,3966867,Bristol Bay
Igushik,2024,TimeSeriesArimaNoBC,Age 3,0,5.75,-0,0,0,3,13,Bristol Bay
Igushik,2024,TimeSeriesArimaNoBC,Age 4,432647,5.75,68674,181430,390676,771808,1291241,Bristol Bay
Igushik,2024,TimeSeriesArimaNoBC,Age 5,915788,5,318639,486227,787818,1296640,1785589,Bristol Bay
Igushik,2024,TimeSeriesArimaNoBC,Age 6,31965,3.5,3362,10284,30270,75214,169242,Bristol Bay
Igushik,2024,TimeSeriesArimaNoBC,Total,1380400,4.916666666666667,487495,770977,1222176,1833793,2434942,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothBC,Age 3,36,4,0,3,22,136,352,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothBC,Age 4,498571,5.666666666666667,105622,219620,409854,807718,1349552,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothBC,Age 5,1351348,8.666666666666666,367848,634884,1141525,1880423,2893462,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothBC,Age 6,196492,4.166666666666667,20361,53996,138667,351596,795802,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothBC,Total,2046447,8,559008,1067286,1937210,2932228,3874146,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothNoBC,Age 3,632,8.5,3,40,382,3102,16329,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothNoBC,Age 4,551428,6.833333333333333,98367,221482,505123,1012560,1880515,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothNoBC,Age 5,1365570,6,433776,711532,1235848,2027069,2866203,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothNoBC,Age 6,31934,4.666666666666667,434,4850,22174,139226,427454,Bristol Bay
Igushik,2024,TimeSeriesExpSmoothNoBC,Total,1949565,5.833333333333333,648941,1132916,1821125,2698348,3645706,Bristol Bay
Igushik,2025,Naive4,Age 3,765,3,11,70,487,3278,11009,Bristol Bay
Igushik,2025,Naive4,Age 4,778807,4.083333333333333,162262,320382,696483,1528512,2397310,Bristol Bay
Igushik,2025,Naive4,Age 5,1181330,4.75,377595,604320,1025424,1705177,2380149,Bristol Bay
Igushik,2025,Naive4,Age 6,29485,2.6666666666666665,2951,8198,25024,65888,142943,Bristol Bay
Igushik,2025,Naive4,Total,1990387,5,701913,1129028,1877817,2645060,3625111,Bristol Bay
Igushik,2025,Naive8,Age 3,969,6.833333333333333,17,117,861,3919,12949,Bristol Bay
Igushik,2025,Naive8,Age 4,693182,3.3333333333333335,124035,267611,553387,1172769,1807328,Bristol Bay
Igushik,2025,Naive8,Age 5,999904,4.166666666666667,356454,545818,907043,1439422,2155396,Bristol Bay
Igushik,2025,Naive8,Age 6,16372,2.8333333333333335,2035,5286,15665,38524,77654,Bristol Bay
