System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Bristol Bay,Wood,Age 4,2021,2.8333333333333335,TimeSeriesExpSmoothBC,5922572,2113117,3308512,5200745,8375112,11697765
Bristol Bay,Wood,Age 4,2022,3.25,Naive4,11297544,3843139,6021130,10159805,16512812,22627071
Bristol Bay,Wood,Age 4,2023,3.25,Naive4,8110394,2961792,5149900,8362588,12320245,16948093
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,Naive4,6937554,2277595,3580087,6183237,9642082,13526202
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,TimeSeriesExpSmoothNoBC,7019566,2575041,3943712,6290427,9880219,12773142
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,Naive4,8069459,2613480,4341998,6938465,10490772,14847860
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,TimeSeriesExpSmoothNoBC,6798262,2616665,4012607,6354532,9500176,13353051
Bristol Bay,Wood,Age 4,2026,3.25,TimeSeriesExpSmoothNoBC,6614937,2174251,3412418,5703801,9120624,11743282
Bristol Bay,Wood,Age 5,2021,2.4166666666666665,SibRegLogPower,3376023,1884901,2360604,3184951,4171078,5060100
Bristol Bay,Wood,Age 5,2022,2.4166666666666665,Naive4,2558020,1286167,1768652,2518687,3441823,4284271
Bristol Bay,Wood,Age 5,2023,1.8333333333333333,SibRegLogPower,3682005,1914119,2534109,3383299,4428885,5389298
Bristol Bay,Wood,Age 5,2024,1.8333333333333333,SibRegLogPower,2735597,1444399,1947650,2604590,3340385,4002974
Bristol Bay,Wood,Age 5,2025,1.8333333333333333,SibRegLogPower,4270698,2327667,2985281,3883893,5030374,6391899
Bristol Bay,Wood,Age 5,2026,1.8333333333333333,SibRegLogPower,3297235,1649453,2145120,2980003,3867956,4709699
Bristol Bay,Wood,Total,2021,2.8333333333333335,SibRegKalman,6636115,4005833,5037564,6302492,7997465,9541770
Bristol Bay,Wood,Total,2022,2.9166666666666665,SibRegKalman,5844611,3447928,4280963,5415911,6873648,7935243
Bristol Bay,Wood,Total,2023,3.0833333333333335,TimeSeriesExpSmoothBC,12103298,5757914,8129180,11039366,14699584,18658057
Bristol Bay,Wood,Total,2024,3.0833333333333335,Naive4,10548465,5504007,7445232,10276087,13056636,15634398
Bristol Bay,Wood,Total,2024,3.0833333333333335,TimeSeriesExpSmoothBC,10317576,5128034,6820538,9169929,12102302,15395218
Bristol Bay,Wood,Total,2025,3,TimeSeriesExpSmoothBC,11662348,5709121,7854748,10776041,13887868,17075574
Bristol Bay,Wood,Total,2026,3.1666666666666665,Naive4,10656769,5772933,7261025,9923160,13047189,15939700
Bristol Bay,Wood,Total,2026,3.1666666666666665,TimeSeriesExpSmoothBC,11072466,5784817,7698414,10157328,13399047,16602053
