System,River,BroodYear,Age,MarineEntryYear,ReturnYear,ReturnsByAge,Label,Euro,GR,Perc_Med,FW_Winters,Mar_Winters,MarineEntryOffset_BrYr,MarineEntryOffset_RetYr,Total_Spawners_BroodYear
Bristol Bay,Alagnak,2012,4,2014,2016,1123765.34,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,861747
Bristol Bay,Alagnak,2011,5,2013,2016,3032214.01,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,883794
Bristol Bay,Alagnak,2010,6,2013,2016,779461.0900000001,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,1190000
Bristol Bay,Alagnak,2014,3,2016,2017,68087.61,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,189000
Bristol Bay,Alagnak,2013,4,2015,2017,2677120.72,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,1100000
Bristol Bay,Alagnak,2012,5,2014,2017,1636971.5,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,861747
Bristol Bay,Alagnak,2011,6,2014,2017,48135.159999999996,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,883794
Bristol Bay,Alagnak,2015,3,2017,2018,2697.79,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,5450000
Bristol Bay,Alagnak,2014,4,2016,2018,1604342.4,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,189000
Bristol Bay,Alagnak,2013,5,2015,2018,1238487.28,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,1100000
Bristol Bay,Alagnak,2012,6,2015,2018,27820.760000000002,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,861747
Bristol Bay,Alagnak,2016,3,2018,2019,4174.73,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,1677769
Bristol Bay,Alagnak,2015,4,2017,2019,1230186.49,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,5450000
Bristol Bay,Alagnak,2014,5,2016,2019,610794.83,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,189000
Bristol Bay,Alagnak,2013,6,2016,2019,9979.55,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,1100000
Bristol Bay,Alagnak,2017,3,2019,2020,6736.58,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,2040000
Bristol Bay,Alagnak,2016,4,2018,2020,1839803.78,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,1677769
Bristol Bay,Alagnak,2015,5,2017,2020,2713599.72,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,5450000
Bristol Bay,Alagnak,2014,6,2017,2020,1067.89,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,189000
Bristol Bay,Alagnak,2018,3,2020,2021,0,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,1581426
Bristol Bay,Alagnak,2017,4,2019,2021,2325576.44,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,2040000
Bristol Bay,Alagnak,2016,5,2018,2021,3060067.98,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,1677769
Bristol Bay,Alagnak,2015,6,2018,2021,738675.15,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,5450000
Bristol Bay,Alagnak,2019,3,2021,2022,8045.04,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,820000
Bristol Bay,Alagnak,2018,4,2020,2022,1106969.18,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,1581426
Bristol Bay,Alagnak,2017,5,2019,2022,3350401.35,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,2040000
Bristol Bay,Alagnak,2016,6,2019,2022,174085.72,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,1677769
Bristol Bay,Alagnak,2020,3,2022,2023,1427.33,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,2386518
Bristol Bay,Alagnak,2019,4,2021,2023,474456.84,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,820000
Bristol Bay,Alagnak,2018,5,2020,2023,1213931.86,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,1581426
Bristol Bay,Alagnak,2017,6,2020,2023,849640.1599999999,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,2040000
Bristol Bay,Alagnak,2021,3,2023,2024,0,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,3240000
Bristol Bay,Alagnak,2020,4,2022,2024,3467864.06,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,2386518
Bristol Bay,Alagnak,2019,5,2021,2024,839843.27,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,820000
Bristol Bay,Alagnak,2018,6,2021,2024,27326.68,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,1581426
Bristol Bay,Alagnak,2022,3,2024,2025,4668.34,AgeClass_1.1,1.1,3_2,0.02,1,1,2,-1,1668222
Bristol Bay,Alagnak,2021,4,2023,2025,528388.65,AgeClass_1.2,1.2,4_2,26.26,1,2,2,-2,3240000
Bristol Bay,Alagnak,2020,5,2022,2025,5063754.42,AgeClass_1.3,1.3,5_2,48.16,1,3,2,-3,2386518
Bristol Bay,Alagnak,2019,6,2022,2025,462150.89999999997,AgeClass_2.3,2.3,6_3,3.26,2,3,3,-3,820000
Bristol Bay,Egegik,1960,3,1962,1963,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Egegik,1959,4,1961,1963,52948.049999999996,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,NA
Bristol Bay,Egegik,1958,5,1961,1963,1127177.99,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,NA
Bristol Bay,Egegik,1957,6,1960,1963,796121.65,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1961,3,1963,1964,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Egegik,1960,4,1962,1964,214239.42,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,NA
Bristol Bay,Egegik,1959,5,1962,1964,1401648.2000000002,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,NA
Bristol Bay,Egegik,1958,6,1961,1964,318964.51,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1962,3,1964,1965,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,NA
Bristol Bay,Egegik,1961,4,1963,1965,47269.21,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,NA
Bristol Bay,Egegik,1960,5,1963,1965,4474627.84,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,NA
Bristol Bay,Egegik,1959,6,1962,1965,647106.62,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1963,3,1965,1966,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,997602
Bristol Bay,Egegik,1962,4,1964,1966,3952.02,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,NA
Bristol Bay,Egegik,1961,5,1964,1966,487820.24,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,NA
Bristol Bay,Egegik,1960,6,1963,1966,2391645.52,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1964,3,1966,1967,228.79,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,849576
Bristol Bay,Egegik,1963,4,1965,1967,5955.77,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,997602
Bristol Bay,Egegik,1962,5,1965,1967,736646.2999999999,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,NA
Bristol Bay,Egegik,1961,6,1964,1967,943907.98,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1965,3,1967,1968,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1444608
Bristol Bay,Egegik,1964,4,1966,1968,67003.76,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,849576
Bristol Bay,Egegik,1963,5,1966,1968,599244.17,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,997602
Bristol Bay,Egegik,1962,6,1965,1968,337233.2,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,NA
Bristol Bay,Egegik,1966,3,1968,1969,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,804246
Bristol Bay,Egegik,1965,4,1967,1969,48755.92,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1444608
Bristol Bay,Egegik,1964,5,1967,1969,1571336.92,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,849576
Bristol Bay,Egegik,1963,6,1966,1969,381197.75,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,997602
Bristol Bay,Egegik,1967,3,1969,1970,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,636864
Bristol Bay,Egegik,1966,4,1968,1970,146136.46,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,804246
Bristol Bay,Egegik,1965,5,1968,1970,1496721.27,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1444608
Bristol Bay,Egegik,1964,6,1967,1970,295036.54000000004,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,849576
Bristol Bay,Egegik,1968,3,1970,1971,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,338654
Bristol Bay,Egegik,1967,4,1969,1971,59043.729999999996,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,636864
Bristol Bay,Egegik,1966,5,1969,1971,1113582.96,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,804246
Bristol Bay,Egegik,1965,6,1968,1971,819197.41,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1444608
Bristol Bay,Egegik,1969,3,1971,1972,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1015554
Bristol Bay,Egegik,1968,4,1970,1972,21405.64,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,338654
Bristol Bay,Egegik,1967,5,1970,1972,937441.5700000001,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,636864
Bristol Bay,Egegik,1966,6,1969,1972,791877.08,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,804246
Bristol Bay,Egegik,1970,3,1972,1973,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,919734
Bristol Bay,Egegik,1969,4,1971,1973,12095.66,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1015554
Bristol Bay,Egegik,1968,5,1971,1973,137200.45,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,338654
Bristol Bay,Egegik,1967,6,1970,1973,631570.97,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,636864
Bristol Bay,Egegik,1971,3,1973,1974,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,634014
Bristol Bay,Egegik,1970,4,1972,1974,106126.79,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,919734
Bristol Bay,Egegik,1969,5,1972,1974,1193907.4300000002,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1015554
Bristol Bay,Egegik,1968,6,1971,1974,200828.18,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,338654
Bristol Bay,Egegik,1972,3,1974,1975,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,546402
Bristol Bay,Egegik,1971,4,1973,1975,24519.760000000002,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,634014
Bristol Bay,Egegik,1970,5,1973,1975,646804.7899999999,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,919734
Bristol Bay,Egegik,1969,6,1972,1975,1549724.63,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1015554
Bristol Bay,Egegik,1973,3,1975,1976,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,328842
Bristol Bay,Egegik,1972,4,1974,1976,0,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,546402
Bristol Bay,Egegik,1971,5,1974,1976,1289361.41,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,634014
Bristol Bay,Egegik,1970,6,1973,1976,415534.03,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,919734
Bristol Bay,Egegik,1974,3,1976,1977,1443.11,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1275630
Bristol Bay,Egegik,1973,4,1975,1977,35476.340000000004,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,328842
Bristol Bay,Egegik,1972,5,1975,1977,1604517.46,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,546402
Bristol Bay,Egegik,1971,6,1974,1977,1322611.3599999999,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,634014
Bristol Bay,Egegik,1975,3,1977,1978,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1173840
Bristol Bay,Egegik,1974,4,1976,1978,62068.16,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1275630
Bristol Bay,Egegik,1973,5,1976,1978,660775.87,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,328842
Bristol Bay,Egegik,1972,6,1975,1978,1291411.25,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,546402
Bristol Bay,Egegik,1976,3,1978,1979,147.67,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,509160
Bristol Bay,Egegik,1975,4,1977,1979,62364.4,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1173840
Bristol Bay,Egegik,1974,5,1977,1979,1755106.1700000002,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1275630
Bristol Bay,Egegik,1973,6,1976,1979,748114.8999999999,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,328842
Bristol Bay,Egegik,1977,3,1979,1980,2322.48,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,692514
Bristol Bay,Egegik,1976,4,1978,1980,434550.07,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,509160
Bristol Bay,Egegik,1975,5,1978,1980,2385299.0700000003,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1173840
Bristol Bay,Egegik,1974,6,1977,1980,620228.69,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1275630
Bristol Bay,Egegik,1978,3,1980,1981,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,895698
Bristol Bay,Egegik,1977,4,1979,1981,824851.96,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,692514
Bristol Bay,Egegik,1976,5,1979,1981,3224745.48,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,509160
Bristol Bay,Egegik,1975,6,1978,1981,589725.4,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1173840
Bristol Bay,Egegik,1979,3,1981,1982,2849.18,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1032042
Bristol Bay,Egegik,1978,4,1980,1982,394738.97,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,895698
Bristol Bay,Egegik,1977,5,1980,1982,2563630.15,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,692514
Bristol Bay,Egegik,1976,6,1979,1982,821031.46,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,509160
Bristol Bay,Egegik,1980,3,1982,1983,4869.71,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1060860
Bristol Bay,Egegik,1979,4,1981,1983,659361.34,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1032042
Bristol Bay,Egegik,1978,5,1981,1983,7012984.91,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,895698
Bristol Bay,Egegik,1977,6,1980,1983,769091.5,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,692514
Bristol Bay,Egegik,1981,3,1983,1984,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,694680
Bristol Bay,Egegik,1980,4,1982,1984,752354.0199999999,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1060860
Bristol Bay,Egegik,1979,5,1982,1984,2199771.47,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1032042
Bristol Bay,Egegik,1978,6,1981,1984,2498585.72,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,895698
Bristol Bay,Egegik,1982,3,1984,1985,1756.19,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1034628
Bristol Bay,Egegik,1981,4,1983,1985,638517.36,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,694680
Bristol Bay,Egegik,1980,5,1983,1985,6506610.99,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1060860
Bristol Bay,Egegik,1979,6,1982,1985,1176188.84,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1032042
Bristol Bay,Egegik,1983,3,1985,1986,2413.38,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,792282
Bristol Bay,Egegik,1982,4,1984,1986,1228081.3399999999,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1034628
Bristol Bay,Egegik,1981,5,1984,1986,3315851.52,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,694680
Bristol Bay,Egegik,1980,6,1983,1986,958583.4400000001,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1060860
Bristol Bay,Egegik,1984,3,1986,1987,484.08,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1165345
Bristol Bay,Egegik,1983,4,1985,1987,1287026.34,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,792282
Bristol Bay,Egegik,1982,5,1985,1987,3618115.51,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1034628
Bristol Bay,Egegik,1981,6,1984,1987,1479603.52,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,694680
Bristol Bay,Egegik,1985,3,1987,1988,872.19,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1095192
Bristol Bay,Egegik,1984,4,1986,1988,485259.53,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1165345
Bristol Bay,Egegik,1983,5,1986,1988,6037724.89,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,792282
Bristol Bay,Egegik,1982,6,1985,1988,1586094.26,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1034628
Bristol Bay,Egegik,1986,3,1988,1989,1408.97,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1150000
Bristol Bay,Egegik,1985,4,1987,1989,460023.35,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1095192
Bristol Bay,Egegik,1984,5,1987,1989,5885656.45,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1165345
Bristol Bay,Egegik,1983,6,1986,1989,3459343.31,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,792282
Bristol Bay,Egegik,1987,3,1989,1990,1249.52,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1270000
Bristol Bay,Egegik,1986,4,1988,1990,2428368.54,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1150000
Bristol Bay,Egegik,1985,5,1988,1990,4801500.41,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1095192
Bristol Bay,Egegik,1984,6,1987,1990,5349184.1,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1165345
Bristol Bay,Egegik,1988,3,1990,1991,1175.83,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1610000
Bristol Bay,Egegik,1987,4,1989,1991,770778.95,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1270000
Bristol Bay,Egegik,1986,5,1989,1991,7308388.640000001,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1150000
Bristol Bay,Egegik,1985,6,1988,1991,1109354.93,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1095192
Bristol Bay,Egegik,1989,3,1991,1992,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1610000
Bristol Bay,Egegik,1988,4,1990,1992,404787.26,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1610000
Bristol Bay,Egegik,1987,5,1990,1992,13101352.53,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1270000
Bristol Bay,Egegik,1986,6,1989,1992,4373920.91,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1150000
Bristol Bay,Egegik,1990,3,1992,1993,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2190000
Bristol Bay,Egegik,1989,4,1991,1993,236661.05,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1610000
Bristol Bay,Egegik,1988,5,1991,1993,12170912.33,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1610000
Bristol Bay,Egegik,1987,6,1990,1993,11747928.01,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1270000
Bristol Bay,Egegik,1991,3,1993,1994,5887.59,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,2786925
Bristol Bay,Egegik,1990,4,1992,1994,467016.79,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2190000
Bristol Bay,Egegik,1989,5,1992,1994,5432754.25,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1610000
Bristol Bay,Egegik,1988,6,1991,1994,6721564.68,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1610000
Bristol Bay,Egegik,1992,3,1994,1995,1305.67,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1945632
Bristol Bay,Egegik,1991,4,1993,1995,1228327.66,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,2786925
Bristol Bay,Egegik,1990,5,1993,1995,9542367.780000001,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2190000
Bristol Bay,Egegik,1989,6,1992,1995,4436226.69,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1610000
Bristol Bay,Egegik,1993,3,1995,1996,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1520000
Bristol Bay,Egegik,1992,4,1994,1996,289710.79,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1945632
Bristol Bay,Egegik,1991,5,1994,1996,6098518.93,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,2786925
Bristol Bay,Egegik,1990,6,1993,1996,5999126.37,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,2190000
Bristol Bay,Egegik,1994,3,1996,1997,7862.78,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1900000
Bristol Bay,Egegik,1993,4,1995,1997,148163.68,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1520000
Bristol Bay,Egegik,1992,5,1995,1997,5116156.41,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1945632
Bristol Bay,Egegik,1991,6,1994,1997,2608132.19,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,2786925
Bristol Bay,Egegik,1995,3,1997,1998,3546.45,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1266692
Bristol Bay,Egegik,1994,4,1996,1998,316654.15,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1900000
Bristol Bay,Egegik,1993,5,1996,1998,1129489.3399999999,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1520000
Bristol Bay,Egegik,1992,6,1995,1998,3231811.4499999997,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1945632
Bristol Bay,Egegik,1996,3,1998,1999,363.42,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1076460
Bristol Bay,Egegik,1995,4,1997,1999,1498311.2,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1266692
Bristol Bay,Egegik,1994,5,1997,1999,4299185.08,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1900000
Bristol Bay,Egegik,1993,6,1996,1999,654507.24,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1520000
Bristol Bay,Egegik,1997,3,1999,2000,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1104004
Bristol Bay,Egegik,1996,4,1998,2000,415866.33,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1076460
Bristol Bay,Egegik,1995,5,1998,2000,4422874.28,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1266692
Bristol Bay,Egegik,1994,6,1997,2000,3326084.72,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1900000
Bristol Bay,Egegik,1998,3,2000,2001,1.58,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1110938
Bristol Bay,Egegik,1997,4,1999,2001,35906.4,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1104004
Bristol Bay,Egegik,1996,5,1999,2001,1931352.1600000001,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1076460
Bristol Bay,Egegik,1995,6,1998,2001,1569491.8499999999,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1266692
Bristol Bay,Egegik,1999,3,2001,2002,0.39,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1730000
Bristol Bay,Egegik,1998,4,2000,2002,32983.92,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1110938
Bristol Bay,Egegik,1997,5,2000,2002,3681161.5700000003,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1104004
Bristol Bay,Egegik,1996,6,1999,2002,1801518.64,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1076460
Bristol Bay,Egegik,2000,3,2002,2003,542.22,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1032138
Bristol Bay,Egegik,1999,4,2001,2003,334113.77,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1730000
Bristol Bay,Egegik,1998,5,2001,2003,567284.18,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1110938
Bristol Bay,Egegik,1997,6,2000,2003,2303188.43,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1104004
Bristol Bay,Egegik,2001,3,2003,2004,0,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,968872
Bristol Bay,Egegik,2000,4,2002,2004,1327579.01,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1032138
Bristol Bay,Egegik,1999,5,2002,2004,9603059.34,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1730000
Bristol Bay,Egegik,1998,6,2001,2004,669233.94,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1110938
Bristol Bay,Egegik,2002,3,2004,2005,27641.41,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1036092
Bristol Bay,Egegik,2001,4,2003,2005,340315.06,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,968872
Bristol Bay,Egegik,2000,5,2003,2005,5978825.74,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,1032138
Bristol Bay,Egegik,1999,6,2002,2005,3054411.96,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1730000
Bristol Bay,Egegik,2003,3,2005,2006,19080.61,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1150000
Bristol Bay,Egegik,2002,4,2004,2006,1497084.1300000001,AgeClass_1.2,1.2,4_2,6.12,1,2,2,-2,1036092
Bristol Bay,Egegik,2001,5,2004,2006,2384879.77,AgeClass_2.2,2.2,5_3,45.81,2,2,3,-2,968872
Bristol Bay,Egegik,2000,6,2003,2006,4699809.22,AgeClass_2.3,2.3,6_3,30.05,2,3,3,-3,1032138
Bristol Bay,Egegik,2004,3,2006,2007,23434.37,AgeClass_1.1,1.1,3_2,0.01,1,1,2,-1,1290000
