,System,River,MarineEntryYear,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Juveniles_Marine_Entry
132,Bristol Bay,Egegik,2014,0,0,0,0,0,38196.98515,1977511.298,1278331.312,2657.491685,0,532951.3598,3901937.637,3275009.228,17.38853239,18840.54593,54555.89253,12913.10571,0,11092922.24
133,Bristol Bay,Egegik,2015,0,0,0,0,0,162141.3582,2859582.091,1945680.959,17.95531343,0,353152.0361,4775925.407,1137566.6,0,1227.028026,42412.79346,19641.96611,0,11297348.19
134,Bristol Bay,Egegik,2016,0,0,0,0,1.06E-06,102285.9826,2156590.673,2005941.473,4.72E-09,1.06E-06,88058.60987,467779.9452,495688.8507,0,2469.852707,3721.571738,2316.16283,0,5324853.122
135,Bristol Bay,Egegik,2017,0,0,0,1.06E-06,1.04E-06,295277.6184,11553433.83,12280095.54,0.000369759,1.04E-06,73755.47578,1280264.215,198213.8281,0.002709278,1622.340702,0,0,1.06E-06,25682662.85
136,Bristol Bay,Egegik,2018,0,0,1.05E-06,1.05E-06,1.02E-06,29390.8852,1774510.281,222244.9081,4512.024163,1.02E-06,66998.6597,993180.6763,279852.8917,1.05E-06,0,1407.646398,1.05E-06,1.05E-06,3372097.973
137,Bristol Bay,Egegik,2019,0,1.05E-06,1.05E-06,1.02E-06,NA,181713.5826,3928522.748,4660092.631,23654.84461,NA,168096.9766,2276904.223,736199.3054,0.00024993,0,1.05E-06,1.05E-06,1.02E-06,11975184.31
138,Bristol Bay,Egegik,2020,1.05E-06,1.05E-06,1.02E-06,NA,NA,294139.3547,5907225.246,6441568.513,NA,NA,366575.2379,6744189.763,6832852.763,NA,1.05E-06,87.2038139,1.02E-06,NA,26586638.08
139,Bristol Bay,Egegik,2021,1.04E-06,1.02E-06,NA,NA,NA,36671.88404,265771.6195,NA,NA,NA,62869.58013,1017403.947,NA,NA,1.04E-06,1623.842015,NA,NA,1384340.872
140,Bristol Bay,Egegik,2022,1.02E-06,NA,NA,NA,NA,91287.91376,NA,NA,NA,NA,140140.5807,NA,NA,NA,1.02E-06,NA,NA,NA,231428.4945
141,Bristol Bay,Egegik,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
142,Bristol Bay,Egegik,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
143,Bristol Bay,Egegik,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
144,Bristol Bay,Egegik,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
145,Bristol Bay,Egegik,2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
146,Bristol Bay,Egegik,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
147,Bristol Bay,Igushik,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
148,Bristol Bay,Igushik,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
149,Bristol Bay,Igushik,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
150,Bristol Bay,Igushik,1959,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0
151,Bristol Bay,Igushik,1960,NA,NA,8.50E-10,7.03E-08,0,NA,NA,37356.73041,0,0,NA,NA,9213.010555,0,NA,NA,0,0,46569.74097
152,Bristol Bay,Igushik,1961,NA,0,263.8505683,0,0,NA,75778.78687,90589.30515,0,0,NA,14002.16949,13488.27968,0,NA,0,0,0,194122.3918
153,Bristol Bay,Igushik,1962,0,6.37E-10,78.10225397,0,0,6.07E-10,41541.88413,225973.2496,8.94E-10,0,6.07E-10,45064.43144,16193.66688,0,0,0,0,0,328851.3343
154,Bristol Bay,Igushik,1963,0,0,860.108547,2.74E-09,0,0,28373.44174,253124.412,210.5648341,0,106.3387168,26634.63426,29630.30183,0,0,0,0,0,338939.8019
155,Bristol Bay,Igushik,1964,0,0,292.2117282,1.37E-09,0,0,16810.87257,200761.5398,1.37E-09,0,0,9652.727169,9303.374381,0,0,8.94E-10,0,0,236820.7257
156,Bristol Bay,Igushik,1965,0,104.711145,506.8515337,0,0,0,196557.5336,137345.6609,0,0,0,5143.667602,5541.260554,0,0,0,0,0,345199.6853
157,Bristol Bay,Igushik,1966,0,1.48E-09,4.71E-09,0,0,0,124313.0398,325005.4928,0,0,0,22418.40628,11591.30955,0,0,0,5.22E-09,0,483328.2484
158,Bristol Bay,Igushik,1967,0,3.31E-09,1.80E-09,2.90E-09,0,299.1034958,319406.4272,270050.3162,2.90E-09,0,261.3938201,103991.0009,28877.0102,0,0,0,0,0,722885.2517
159,Bristol Bay,Igushik,1968,0,356.184821,429.6937188,0,1.97E-07,3.18E-09,54400.73406,232636.8019,122.0307035,2.02E-07,4.45E-09,168321.3691,52842.31165,0,0,0,0,0,509109.1259
160,Bristol Bay,Igushik,1969,0,451.827891,166.9893837,31.22788512,0,0,43478.98605,59860.65919,58.98600522,0,1.59E-09,5391.5921,8481.550944,1.12E-09,0,0,0,0,117921.8194
161,Bristol Bay,Igushik,1970,0,0,88.47900783,0,0,0,48449.76819,101707.1897,887.8651821,0,8.53E-10,10883.89541,10676.44419,0,0,0,60.72088773,0,172754.3626
162,Bristol Bay,Igushik,1971,0,0,321.2137395,0,0,0,829.5333831,107254.4218,1386.847849,0,0,513.2663873,6714.584616,0,0,0,0,0,117019.8678
163,Bristol Bay,Igushik,1972,0,1.44E-09,1291.32149,0,0,0,36787.94458,144568.4411,8.35E-10,0,0,278332.3756,88830.56925,0,0,0,0,0,549810.652
164,Bristol Bay,Igushik,1973,0,92.90775855,913.2248948,61.49013243,6.82E-09,0,58279.22254,131521.3204,196.7684238,0,298.992077,62987.40917,42459.39636,12.29802649,0,0,0,0,296823.0298
165,Bristol Bay,Igushik,1974,0,8.35E-10,1278.994755,865.5976665,0,0,93770.53699,117096.7072,4097.361357,0,0,39332.84515,28793.61535,0,0,0,0,0,285235.6585
166,Bristol Bay,Igushik,1975,0,49.19210595,1355.727665,0,0,0,17240.56168,399007.2579,1.78E-09,0,0,5305.520159,10711.71901,0,0,0,0,0,433669.9786
167,Bristol Bay,Igushik,1976,0,134.2386597,2.14E-09,0,0,0,412982.6328,589284.8856,1192.411366,0,0,14680.68426,18926.67026,0,0,0,0,0,1037201.523
168,Bristol Bay,Igushik,1977,0,1.78E-09,2.29E-09,0,2.83E-09,7.58E-10,543521.4577,1835021.793,1199.296857,0,1369.901182,240732.7067,20162.43075,0,0,1.78E-09,0,0,2642007.586
169,Bristol Bay,Igushik,1978,0,0,2917.040909,9.43E-10,0,0,412827.841,741008.2618,8896.939016,0,0,119242.058,311784.5061,0,0,0,0,0,1596676.647
170,Bristol Bay,Igushik,1979,0,0,9.43E-10,1.08E-08,0,773.4504809,174666.6112,585308.2903,46620.89672,0,4261.011927,106555.0879,80921.14511,196.365796,0,0,0,0,999302.8594
171,Bristol Bay,Igushik,1980,0,9.43E-10,196.365796,2.84E-09,0,0,36010.96732,368460.0152,72.93504342,0,1.20E-09,5599.937644,14539.93059,0,0,0,0,0,424880.1516
172,Bristol Bay,Igushik,1981,0,1.20E-09,6.56E-10,1.35E-09,0,9.43E-10,611311.9726,263564.8494,1.35E-09,0,0,146031.241,11699.76303,0,0,2.01E-09,0,0,1032607.826
173,Bristol Bay,Igushik,1982,0,6.56E-10,2.02E-09,1.63E-09,0,0,14270.16545,353924.0906,1.36E-09,0,0,10184.30847,11078.4693,0,0,0,0,0,389457.0338
174,Bristol Bay,Igushik,1983,0,1.35E-09,6543.611212,1.33E-07,0,0,243467.3754,502783.4552,51416.18868,0,0,34536.66134,41072.24936,0,0,139.8299894,0,0,879959.3712
175,Bristol Bay,Igushik,1984,0,1151.044864,8.64E-10,27.00397191,0,0,50848.09926,272741.4577,1044.659568,0,0,6742.427804,34235.79843,0,0,0,0,0,366790.4916
176,Bristol Bay,Igushik,1985,8.16E-10,5.76E-10,232.2341584,1.36E-09,0,0,105984.4172,247075.1994,1685.229224,0,0,7066.802583,8363.408338,0,0,0,0,0,370407.2908
177,Bristol Bay,Igushik,1986,0,7.35E-10,6292.87966,9.17E-10,0,0,30298.41942,419160.866,3266.736068,0,0,6210.561351,28970.94635,0,0,0,0,0,494200.4089
178,Bristol Bay,Igushik,1987,0,2705.281093,8614.627389,2212.734488,0,0,395497.5239,639187.6678,5888.642594,0,0,52282.10711,16033.09065,1679.934919,0,0,0,0,1124101.61
179,Bristol Bay,Igushik,1988,0,1606.630721,12589.10743,1.21E-09,0,0,157348.045,1497275.242,7474.884743,0,0,50115.51645,41159.68148,808.8425606,0,0,0,0,1768377.95
180,Bristol Bay,Igushik,1989,0,2.05E-09,9.06E-10,91.36089483,0,0,75587.84676,338280.6731,5679.35337,0,0,9445.277916,15520.49509,0,0,0,0,0,444605.0072
181,Bristol Bay,Igushik,1990,0,144.8411438,2990.510439,1.28E-09,0,0,105973.282,479542.118,1658.948769,0,0,2144.560893,9626.497881,1.28E-09,0,0,0,0,602080.7591
182,Bristol Bay,Igushik,1991,0,45.68044741,3116.157844,1.06E-09,0,0,213200.3542,693503.073,5197.718161,0,0,5733.940598,21898.16747,0,0,0,0,0,942695.0916
183,Bristol Bay,Igushik,1992,0,9.58E-10,905.4656714,9.04E-10,0,165.6706515,138197.8834,883940.8669,2186.498146,6.74E-08,0,48454.04046,28293.14524,0,0,0,0,0,1102143.57
184,Bristol Bay,Igushik,1993,0,1.06E-09,2985.020213,4.83E-10,0,0,170952.8237,798731.0253,2463.832624,0,0,95134.78418,106710.0113,4.83E-10,0,0,0,0,1176977.497
185,Bristol Bay,Igushik,1994,0,9.04E-10,4.83E-10,6.04E-10,0,0,30018.22712,91713.75999,322.6608159,0,0,2065.117656,8820.527667,6.04E-10,0,0,4.83E-10,0,132940.2932
186,Bristol Bay,Igushik,1995,0,0,6.04E-10,0,0,0,100425.5136,239150.7274,1.08E-09,0,0,5334.911413,9186.659141,1.79E-09,0,0,0,0,354097.8116
187,Bristol Bay,Igushik,1996,0,6.04E-10,0,0,0,0,163636.9879,435418.5458,1000.86349,0,0,13736.67221,4861.505584,0,0,6.04E-10,0,0,618654.575
188,Bristol Bay,Igushik,1997,0,0,0,0,0,6.04E-10,376061.8322,881255.9141,5961.03016,0,6.04E-10,42975.86174,16920.47508,0,0,0,0,0,1323175.113
189,Bristol Bay,Igushik,1998,0,0,1199.151825,0,0,0,77031.89642,800392.9886,2786.909657,0,0,6531.078913,8446.298443,0,0,0,0,0,896388.3239
190,Bristol Bay,Igushik,1999,0,0,0,0,0,0,1926.561809,51668.32987,1857.405258,9.55E-10,0,807.3411472,5343.970345,63.13061022,0,0,0,0,61666.73904
191,Bristol Bay,Igushik,2000,0,0,0,0,0,1.22E-09,130362.4573,393266.1216,2298.224214,0,0,9522.011879,33171.48344,9.55E-10,0,0,0,0,568620.2984
192,Bristol Bay,Igushik,2001,0,0,0,0,0,0,60852.42758,146840.9192,1.13E-09,0,4.61E-10,2906.789765,7520.561596,1.13E-09,0,0,9.55E-10,0,218120.6982
193,Bristol Bay,Igushik,2002,0,0,0,391.6965987,0,9.94E-10,53303.01363,660546.3415,3390.739974,2.90E-07,66.96973536,58392.84206,96336.37904,0,0,0,0,0,872427.9825
194,Bristol Bay,Igushik,2003,0,0,1.76E-09,0,0,0,31827.31825,442819.6345,2902.697184,0,0,12377.29043,38168.15603,1.21E-09,0,0,0,1.21E-09,528095.0964
195,Bristol Bay,Igushik,2004,0,1.76E-09,0,1.70E-09,0,1.13E-09,235172.3272,202313.4683,5339.890078,0,0,7801.618104,4360.486121,0,0,0,0,0,454987.7898
196,Bristol Bay,Igushik,2005,0,0,1.70E-09,0,0,1.76E-09,772529.8751,1273848.237,755.9190601,0,0,40568.43553,11810.88718,0,1.76E-09,0,0,0,2099513.354
197,Bristol Bay,Igushik,2006,0,1.13E-09,0,1.09E-09,0,1.21E-09,596355.8059,1202309.416,1105.879495,0,0,2016.947142,38927.28613,0,0,0,0,0,1840715.334
198,Bristol Bay,Igushik,2007,0,0,1066.225789,0,0,1.70E-09,326356.128,1169822.407,2298.428678,0,0,16999.24444,18650.01631,0,0,0,0,0,1535192.45
199,Bristol Bay,Igushik,2008,0,1.09E-09,1.11E-09,8.28E-10,0,1.11E-09,187979.0778,782302.5494,2195.834845,0,0,28673.86637,51682.82673,8.28E-10,0,0,0,0,1052834.155
200,Bristol Bay,Igushik,2009,0,1.11E-09,1.24E-09,0,0,0,160642.1455,422953.0753,969.7446171,0,0,18501.21688,13221.46737,0,573.6174922,430.9065085,0,0,617292.1737
201,Bristol Bay,Igushik,2010,0,6.21E-10,9.59E-10,1.04E-09,0,1.16E-07,52686.86093,513178.2332,2844.021094,0,0,16132.62972,7950.7647,332.6576865,0,0,0,0,593125.1673
202,Bristol Bay,Igushik,2011,0,0,1.04E-09,0,0,0,132117.4757,752041.3811,1.41E-09,0,0,38404.99175,56731.61279,1.89E-09,0,0,0,0,979295.4614
203,Bristol Bay,Igushik,2012,0,810.7439563,1.41E-09,1.64E-09,0,6.39E-10,567822.6242,1132808.393,1.10E-09,0,0,56133.87708,1804.566954,1.64E-09,0,0,0,0,1759380.205
204,Bristol Bay,Igushik,2013,0,389.1844752,1430.565665,0,0,1.04E-09,507823.4379,1460187.565,2026.776102,0,1.04E-09,500.2421954,13439.10355,0,0,0,0,0,1985796.875
205,Bristol Bay,Igushik,2014,0,0,0,0,0,9.43E-10,364111.8822,312467.7661,3629.093184,0,0,11164.58684,3088.117561,0,0,0,0,0,694461.4459
206,Bristol Bay,Igushik,2015,0,0,3.62E-09,0,0,1.10E-09,906912.9739,1180877.041,1039.130467,0,0,4050.314015,3.62E-09,0,0,0,3.62E-09,0,2092879.46
207,Bristol Bay,Igushik,2016,0,0,0,0,1.04E-06,1765.77124,734903.9201,1115187.106,2.210540563,1.04E-06,0,678.2679139,3254.473827,0,0,0,0,0,1855791.749
208,Bristol Bay,Igushik,2017,0,0,0,1.04E-06,1.04E-06,3.62E-09,233249.005,647132.7469,6322.325601,1.04E-06,3.62E-09,5345.267451,1.36E-09,1.04E-06,0,0,0,1.04E-06,892049.3449
209,Bristol Bay,Igushik,2018,0,0,1.04E-06,1.04E-06,1.01E-06,850.611166,555164.6475,931969.3845,2190.767374,1.01E-06,1.39057706,8176.851297,59067.21545,1.04E-06,0,0,1.04E-06,1.04E-06,1557420.868
210,Bristol Bay,Igushik,2019,0,1.04E-06,0.000199838,1.01E-06,NA,2072.551178,1014243.618,2305767.151,7047.303386,NA,0,11615.23059,8675.808174,1.01E-06,0,1.04E-06,1.04E-06,1.01E-06,3349421.663
211,Bristol Bay,Igushik,2020,1.04E-06,1.04E-06,1.01E-06,NA,NA,8.58E-05,664431.2948,1022200.031,NA,NA,1.04E-06,4485.74114,22302.88488,NA,1.04E-06,1.04E-06,1.01E-06,NA,1713419.952
212,Bristol Bay,Igushik,2021,1.04E-06,1.01E-06,NA,NA,NA,668.4874112,303697.4239,NA,NA,NA,1.04E-06,24611.4538,NA,NA,1.04E-06,1.01E-06,NA,NA,328977.3651
213,Bristol Bay,Igushik,2022,1.01E-06,NA,NA,NA,NA,5.04E-05,NA,NA,NA,NA,1.01E-06,NA,NA,NA,1.01E-06,NA,NA,NA,5.34E-05
214,Bristol Bay,Igushik,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
215,Bristol Bay,Igushik,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
216,Bristol Bay,Igushik,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
217,Bristol Bay,Igushik,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
218,Bristol Bay,Igushik,2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
219,Bristol Bay,Igushik,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
220,Bristol Bay,Kvichak,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
221,Bristol Bay,Kvichak,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
222,Bristol Bay,Kvichak,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
223,Bristol Bay,Kvichak,1959,NA,NA,NA,0,0,NA,NA,NA,1413.216102,0,NA,NA,NA,0,NA,NA,NA,0,1413.216102
224,Bristol Bay,Kvichak,1960,NA,NA,0,0,0,NA,NA,32838.21362,6053.050182,0,NA,NA,203660.8603,0,NA,NA,1.82E-09,0,242552.1241
225,Bristol Bay,Kvichak,1961,NA,0,0,0,0,NA,236513.574,0.036439996,6.47E-09,0,NA,139962.0118,59115.10509,0,NA,1.21E-09,0.00013628,0,435590.7274
226,Bristol Bay,Kvichak,1962,0,1601.853559,6.47E-09,0,0,0,1017276.972,456190.0236,3127.999673,0,950.6764736,208488.9748,5451.374556,4.50E-09,0,0.000114349,6.47E-09,0,1693087.875
227,Bristol Bay,Kvichak,1963,0,0,2.71E-09,0,0,0,415244.5551,201592.6882,8.45E-09,0,889149.0684,47748182.66,6282091.617,0,0,2236.305255,7.22E-09,0,55538496.9
228,Bristol Bay,Kvichak,1964,0,0,606.3839414,0,0,6.47E-09,107816.7146,133172.5482,5.09E-09,0,1.62E-08,2307308.591,647560.4118,4.67E-09,0,11625.36205,4061.051299,0,3212151.063
229,Bristol Bay,Kvichak,1965,0,0,4.63E-09,0,0,0,31231.47746,80022.54951,1.04E-08,0,1970.009896,4720118.384,534851.1763,0,0,5315.710449,2310.747932,0,5375820.056
230,Bristol Bay,Kvichak,1966,0,0,0,0,0,3244.007648,2288423.175,288370.7298,3941.437727,0,112.5526861,925528.3614,336812.8381,0,0,8962.946811,3.36E-09,0,3855396.05
231,Bristol Bay,Kvichak,1967,0,4762.741807,6.81E-09,4.14E-09,0,23983.40613,10321864.3,299792.7921,2.07E-08,0,111881.7326,2613880.916,446099.3647,0,0,1.24E-08,13901.69847,0,13836166.95
232,Bristol Bay,Kvichak,1968,0,0,14745.0865,967.9982801,0,3428.680643,524321.6016,885877.9352,3.86E-09,0,485628.7617,33528680.52,1159447.181,3.86E-09,0,6605.651294,1067.792568,0,36610771.21
233,Bristol Bay,Kvichak,1969,0,1788.213135,3.22E-09,0,0,0,342819.378,321956.1217,64.7957667,0,16341.64969,4568770.715,517436.3764,1122.03837,0,1291.706167,6.76E-09,0,5771590.994
234,Bristol Bay,Kvichak,1970,0,0,748.0903656,0,0,0,300687.4739,38561.09834,4513.743575,0,2298.776647,991238.6082,109957.2053,0,0,3.22E-09,2.36E-09,0,1448004.996
235,Bristol Bay,Kvichak,1971,0,0,0,0,0,1.46E-07,149287.1598,321597.1932,0,0,0,104011.2314,176511.8285,5.14E-09,0,2.36E-09,0,0,751407.413
236,Bristol Bay,Kvichak,1972,0,0,0,0,0,611.2882161,45470.50986,40279.62829,0,0,6123.721785,4476992.479,546728.3925,3.19E-09,0,7304.948773,1945.550433,0,5125456.519
237,Bristol Bay,Kvichak,1973,0,0,3.76E-09,0,0,5.20E-09,321013.1777,653574.9589,0,0,28962.38448,15247972.68,6.98E-09,0,0,12149.34303,6.98E-09,0,16263672.55
238,Bristol Bay,Kvichak,1974,0,3.27E-09,1203.539981,2.71E-08,0,4360.06811,1971913.287,142304.8979,10885.84271,0,45181.85894,919844.2116,95528.55653,1.73E-08,0,5.44E-09,575.2656718,0,3191797.529
239,Bristol Bay,Kvichak,1975,0,2.30E-09,5.36E-09,0,0,0,531509.2412,1048800.181,5.72E-09,0,1.20E-08,886252.1876,232954.8935,0,0,1142.363504,1.22E-08,0,2700658.867
240,Bristol Bay,Kvichak,1976,0,0,0,0,0,14322.32734,6047998.654,1845015.042,2.15E-05,0,2633.872605,252856.8549,351747.9635,0,0,4.63E-09,3.81E-09,0,8514574.714
241,Bristol Bay,Kvichak,1977,0,7.62E-09,16621.15267,0,0,6365.412611,5468930.89,1305049.215,0,0,319232.3782,16927229.39,616516.1986,0,0,14489.54756,2.35E-06,0,24674434.19
242,Bristol Bay,Kvichak,1978,0,6589.956139,4898.858812,0,0,5347.496598,5940227.813,675757.5923,3355.266213,0,314282.1214,29958381.51,382348.2363,2.55E-09,0,14093.30612,2.78E-09,0,37305282.16
243,Bristol Bay,Kvichak,1979,0,0,1.70E-09,0,0,36698.77766,2024757.699,718009.8879,6.67E-09,0,37502.12607,3806685.584,230825.9577,6.67E-09,3.27E-06,3653.678587,0,0,6858133.711
244,Bristol Bay,Kvichak,1980,0,2381.115557,6.67E-09,4.27E-09,0,1122.308961,1613301.044,1063135.971,8.53E-09,0,2129.529897,174743.7965,121673.8782,0,0,0,4.45E-09,0,2978487.644
245,Bristol Bay,Kvichak,1981,0,0,8.52E-09,0,0,53984.78212,18868217.35,2470065.01,3.92E-09,0,15273.28916,1372782.632,987655.4523,3.92E-09,0,4.45E-09,8.52E-09,0,23767978.52
246,Bristol Bay,Kvichak,1982,0,0,5260.613529,0,0,1374.281273,2539066.592,1385037.263,2963.286452,0,69687.44893,17920528.05,3664906.09,2.16E-09,0,8.50E-09,1957.38722,0,25590781.01
247,Bristol Bay,Kvichak,1983,0,0,2.16E-09,2.52E-09,0,0,745204.8803,188998.2968,3.77E-09,0,13602.85832,8291131.055,364137.3935,2.52E-09,0,3.93E-09,0,0,9603074.484
248,Bristol Bay,Kvichak,1984,0,0,6.31E-09,2.18E-09,0,3.92E-09,492725.2202,385822.9102,4844.076457,1.33E-08,3.92E-09,962184.7439,147140.098,2.18E-09,0,2.16E-09,0,0,1992717.049
249,Bristol Bay,Kvichak,1985,0,6.32E-09,1184.404147,6.65E-09,0,909.0354531,9267004.555,2995169.761,4091.965165,0,530.6353078,514201.0487,111121.6902,6.65E-09,0,3.79E-09,2.18E-09,0,12894213.1
250,Bristol Bay,Kvichak,1986,968.7971361,3827.45086,6640.510988,0,0,3.82E-09,2578692.801,1438442.502,9.43E-09,0,2975.845752,1111077.283,386132.4725,8089.704887,0,2.18E-09,4.44E-09,0,5536847.367
251,Bristol Bay,Kvichak,1987,0,1587.560388,22026.83146,371.2284804,0,7558.726029,1051304.823,959015.7909,3134.187611,0,46572.42,17559241.79,1663050.622,3.87E-09,0,4.44E-09,4.72E-09,0,21313863.98
252,Bristol Bay,Kvichak,1988,0,28974.26243,55116.44336,6575.383192,0,4.47E-09,652916.6225,868158.918,22539.69819,0,36966.38044,14851620.7,1382907.306,8513.45153,4.47E-09,4.73E-09,3.87E-09,0,17914289.16
253,Bristol Bay,Kvichak,1989,0,8518.169489,23769.26002,981.3542489,0,7294.425602,4715391.651,2193830.713,3167.845673,0,4.77E-09,1539423.857,1007435.712,5.09E-09,0,1295.541122,1079.115941,0,9502187.645
254,Bristol Bay,Kvichak,1990,0,31828.45543,59852.4958,1909.709975,0,6197.612225,3035791.524,1958434.413,1920.255299,0,32611.87886,4276085.758,329082.1142,4.88E-09,0,4.68E-09,5.09E-09,0,9733714.216
255,Bristol Bay,Kvichak,1991,0,5138.251481,7655.956394,8.99E-09,0,3333.195762,1860643.867,1072382.736,6.00E-09,0,17857.54045,3698337.323,453907.0184,6.00E-09,0,5.09E-09,4.88E-09,0,7119255.888
256,Bristol Bay,Kvichak,1992,0,4.85E-09,2556.185709,3.26E-09,0,2740.684591,1635679.818,890766.5283,3.26E-09,0,146492.5817,18335388.84,3276620.613,3.26E-09,0,4.85E-09,6.00E-09,0,24290245.25
257,Bristol Bay,Kvichak,1993,0,3450.156384,3727.13359,0.000313938,0,1129.577215,2192435.471,1181693.151,12027.40596,0,82362.87358,22046413.94,1626783.695,1144.655252,0,12480.1699,3.26E-09,0,27163648.23
258,Bristol Bay,Kvichak,1994,0,0,0.001999296,2571.051084,0,0,651582.6873,300635.1879,1.52E-09,0,1940.029445,1008515.733,236952.1498,2.29E-09,0,3.26E-09,0.004927261,0,2202196.846
259,Bristol Bay,Kvichak,1995,0,4.61E-05,3.05E-09,0,0,229.6935826,1087088.056,873115.7749,4918.432886,0,2138.093639,751845.1175,162224.4074,1.24E-08,0,0.000227753,2.29E-09,0,2881559.576
260,Bristol Bay,Kvichak,1996,0,0,0,15.68946563,0,1846.666683,2023631.039,1062071.603,94.13679376,1.86E-09,678.3373668,683919.4113,477949.0004,0,0,2.29E-09,3.53E-09,0,4250205.885
261,Bristol Bay,Kvichak,1997,0,0,0,0,0,17605.41184,7737952.022,2098055.648,7703.19742,0,47953.45408,3920260.549,247104.9761,88.06039333,0,3.53E-09,2.10E-09,0,14076723.32
262,Bristol Bay,Kvichak,1998,0,0,73.38366111,0,0,0,547555.9391,1651817.786,9155.275189,1.55E-09,3.53E-09,677133.0319,96801.76258,1500.60347,0,2.10E-09,1.25E-09,0,2984037.782
263,Bristol Bay,Kvichak,1999,0,0,0,0,0,0,159364.7142,140515.8367,575.7811904,0,0,24302.42001,27655.74672,62.24661518,0,1.25E-09,14.30849087,0,352491.0539
264,Bristol Bay,Kvichak,2000,0,14.30849087,0,0,0,58.70692889,375942.2752,422187.1228,18295.83305,0,14.67673222,342016.9374,173308.6023,123.4199367,0,50.07971805,1.55E-09,7.908081475,1332019.871
265,Bristol Bay,Kvichak,2001,0,0,17.56131783,0,0,370.1040872,1010493.439,278784.2589,12362.32514,0,638.1356093,343819.1196,93558.68195,2.72E-09,1.25E-09,248.9864607,3.78E-09,0,1740292.612
266,Bristol Bay,Kvichak,2002,0,0,19.44413442,1783.566562,0,15.5616538,1884667.877,1264567.003,1992.139657,0,51079.32602,5815822.769,208249.3289,60.75692101,0,3.77E-09,2.72E-09,0,9228257.773
267,Bristol Bay,Kvichak,2003,0,0,4.03E-09,0,0,0,633259.027,2051098.47,12833.86568,3.31E-09,3.77E-09,742842.9905,367259.3466,3.28E-09,0,1537.716422,60.75692101,0,3808892.173
268,Bristol Bay,Kvichak,2004,0,9968.767121,0,3.31E-09,0,3390.696935,2456932.187,1265247.024,623.591531,0,1450.356724,819689.2133,901130.7595,3.31E-09,0,312.1337323,3.28E-09,0,5458744.729
269,Bristol Bay,Kvichak,2005,0,0,3.31E-09,0,0,3846.736721,3595854.01,1186521.231,9276.592205,0,2385.721447,142426.3044,10248.79536,3.28E-09,0,3.28E-09,3.31E-09,0,4950559.391
270,Bristol Bay,Kvichak,2006,0,0,0,3.13E-09,0,0,4799243.539,2931163.799,9.38E-09,0,3.29E-09,31398.65814,129764.4109,3.13E-09,0,3.31E-09,0,0,7891570.408
271,Bristol Bay,Kvichak,2007,0,0,3.13E-09,2.57E-09,0,4315.98893,1254242.555,2033447.412,8367.210908,0,3.31E-09,2634425.854,554818.6673,1.41E-08,0,3.28E-09,0,0,6489617.688
