stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Late Stuart_2019_42,Late Stuart,2,2019,2023,42,5861,3045,,,,28000,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2019_43,Late Stuart,2,2019,2023,43,5861,3045,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2019_51,Late Stuart,2,2019,2024,51,5861,3045,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2019_52,Late Stuart,2,2019,2024,52,5861,3045,,,,2216,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2019_53,Late Stuart,2,2019,2024,53,5861,3045,,,,475,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2020_21,Late Stuart,2,2020,2022,21,4762,2487,,,,0,,,,post-RSA,Sp. Gr.,2,,Include,Include
Late Stuart_2020_31,Late Stuart,2,2020,2023,31,4762,2487,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2020_32,Late Stuart,2,2020,2023,32,4762,2487,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2020_41,Late Stuart,2,2020,2024,41,4762,2487,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2020_42,Late Stuart,2,2020,2024,42,4762,2487,,,,38313,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2020_43,Late Stuart,2,2020,2024,43,4762,2487,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2021_21,Late Stuart,2,2021,2023,21,380107,190927,,,,,Supplementation occurred,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2021_31,Late Stuart,2,2021,2024,31,380107,190927,,,,,Supplementation occurred,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2021_32,Late Stuart,2,2021,2024,32,380107,190927,,,,158,Supplementation occurred,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Late Stuart_2022_21,Late Stuart,2,2022,2024,21,87947,41588,,,,,,,,in-season-based,,2,,Include,"Include: in-season data. Good sample sizes, but some difficulty distinguishing from Stellako"
Stellako_1948_21,Stellako,3,1948,1950,21,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_31,Stellako,3,1948,1951,31,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_32,Stellako,3,1948,1951,32,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_41,Stellako,3,1948,1952,41,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_42,Stellako,3,1948,1952,42,16213,9242,,,,185175,,,,historical,,2,,Include,Include
Stellako_1948_43,Stellako,3,1948,1952,43,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_51,Stellako,3,1948,1953,51,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_52,Stellako,3,1948,1953,52,16213,9242,,,,22002,,,,historical,,2,,Include,Include
Stellako_1948_53,Stellako,3,1948,1953,53,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_62,Stellako,3,1948,1954,62,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_63,Stellako,3,1948,1954,63,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_64,Stellako,3,1948,1954,64,16213,9242,,,,0,,,,historical,,2,,Include,Include
Stellako_1948_72,Stellako,3,1948,1955,72,16213,9242,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1949_21,Stellako,3,1949,1951,21,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_31,Stellako,3,1949,1952,31,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_32,Stellako,3,1949,1952,32,104835,40231,,,,133,,,,historical,,2,,Include,Include
Stellako_1949_41,Stellako,3,1949,1953,41,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_42,Stellako,3,1949,1953,42,104835,40231,,,,173402,,,,historical,,2,,Include,Include
Stellako_1949_43,Stellako,3,1949,1953,43,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_51,Stellako,3,1949,1954,51,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_52,Stellako,3,1949,1954,52,104835,40231,,,,6341,,,,historical,,2,,Include,Include
Stellako_1949_53,Stellako,3,1949,1954,53,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1949_62,Stellako,3,1949,1955,62,104835,40231,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1949_63,Stellako,3,1949,1955,63,104835,40231,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1949_64,Stellako,3,1949,1955,64,104835,40231,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1949_72,Stellako,3,1949,1956,72,104835,40231,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_21,Stellako,3,1950,1952,21,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_31,Stellako,3,1950,1953,31,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_32,Stellako,3,1950,1953,32,145108,77410,,,,4630,,,,historical,,2,,Include,Include
Stellako_1950_41,Stellako,3,1950,1954,41,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_42,Stellako,3,1950,1954,42,145108,77410,,,,903768,,,,historical,,2,,Include,Include
Stellako_1950_43,Stellako,3,1950,1954,43,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_51,Stellako,3,1950,1955,51,145108,77410,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1950_52,Stellako,3,1950,1955,52,145108,77410,,,,30719,,,,post-DBE,,2,,Include,Include
Stellako_1950_53,Stellako,3,1950,1955,53,145108,77410,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1950_62,Stellako,3,1950,1956,62,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_63,Stellako,3,1950,1956,63,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_64,Stellako,3,1950,1956,64,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1950_72,Stellako,3,1950,1957,72,145108,77410,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_21,Stellako,3,1951,1953,21,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_31,Stellako,3,1951,1954,31,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_32,Stellako,3,1951,1954,32,96208,51413,,,,26,,,,historical,,2,,Include,Include
Stellako_1951_41,Stellako,3,1951,1955,41,96208,51413,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1951_42,Stellako,3,1951,1955,42,96208,51413,,,,354049,,,,post-DBE,,2,,Include,Include
Stellako_1951_43,Stellako,3,1951,1955,43,96208,51413,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1951_51,Stellako,3,1951,1956,51,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_52,Stellako,3,1951,1956,52,96208,51413,,,,101292,,,,historical,,2,,Include,Include
Stellako_1951_53,Stellako,3,1951,1956,53,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_62,Stellako,3,1951,1957,62,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_63,Stellako,3,1951,1957,63,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_64,Stellako,3,1951,1957,64,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1951_72,Stellako,3,1951,1958,72,96208,51413,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_21,Stellako,3,1952,1954,21,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_31,Stellako,3,1952,1955,31,40466,19920,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1952_32,Stellako,3,1952,1955,32,40466,19920,,,,23,,,,post-DBE,,2,,Include,Include
Stellako_1952_41,Stellako,3,1952,1956,41,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_42,Stellako,3,1952,1956,42,40466,19920,,,,93984,,,,historical,,2,,Include,Include
Stellako_1952_43,Stellako,3,1952,1956,43,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_51,Stellako,3,1952,1957,51,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_52,Stellako,3,1952,1957,52,40466,19920,,,,16694,,,,historical,,2,,Include,Include
Stellako_1952_53,Stellako,3,1952,1957,53,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_62,Stellako,3,1952,1958,62,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_63,Stellako,3,1952,1958,63,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_64,Stellako,3,1952,1958,64,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1952_72,Stellako,3,1952,1959,72,40466,19920,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_21,Stellako,3,1953,1955,21,43688,20388,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1953_31,Stellako,3,1953,1956,31,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_32,Stellako,3,1953,1956,32,43688,20388,,,,30,,,,historical,,2,,Include,Include
Stellako_1953_41,Stellako,3,1953,1957,41,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_42,Stellako,3,1953,1957,42,43688,20388,,,,156192,,,,historical,,2,,Include,Include
Stellako_1953_43,Stellako,3,1953,1957,43,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_51,Stellako,3,1953,1958,51,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_52,Stellako,3,1953,1958,52,43688,20388,,,,18023,,,,historical,,2,,Include,Include
Stellako_1953_53,Stellako,3,1953,1958,53,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_62,Stellako,3,1953,1959,62,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_63,Stellako,3,1953,1959,63,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_64,Stellako,3,1953,1959,64,43688,20388,,,,0,,,,historical,,2,,Include,Include
Stellako_1953_72,Stellako,3,1953,1960,72,43688,20388,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1954_21,Stellako,3,1954,1956,21,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_31,Stellako,3,1954,1957,31,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_32,Stellako,3,1954,1957,32,141882,72273,,,,3311,,,,historical,,2,,Include,Include
Stellako_1954_41,Stellako,3,1954,1958,41,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_42,Stellako,3,1954,1958,42,141882,72273,,,,1140205,,,,historical,,2,,Include,Include
Stellako_1954_43,Stellako,3,1954,1958,43,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_51,Stellako,3,1954,1959,51,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_52,Stellako,3,1954,1959,52,141882,72273,,,,67783,,,,historical,,2,,Include,Include
Stellako_1954_53,Stellako,3,1954,1959,53,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1954_62,Stellako,3,1954,1960,62,141882,72273,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1954_63,Stellako,3,1954,1960,63,141882,72273,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1954_64,Stellako,3,1954,1960,64,141882,72273,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1954_72,Stellako,3,1954,1961,72,141882,72273,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_21,Stellako,3,1955,1957,21,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_31,Stellako,3,1955,1958,31,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_32,Stellako,3,1955,1958,32,51746,29937,,,,28,,,,historical,,2,,Include,Include
Stellako_1955_41,Stellako,3,1955,1959,41,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_42,Stellako,3,1955,1959,42,51746,29937,,,,602677,,,,historical,,2,,Include,Include
Stellako_1955_43,Stellako,3,1955,1959,43,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_51,Stellako,3,1955,1960,51,51746,29937,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1955_52,Stellako,3,1955,1960,52,51746,29937,,,,27091,,,,post-DBE,,2,,Include,Include
Stellako_1955_53,Stellako,3,1955,1960,53,51746,29937,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1955_62,Stellako,3,1955,1961,62,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_63,Stellako,3,1955,1961,63,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_64,Stellako,3,1955,1961,64,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1955_72,Stellako,3,1955,1962,72,51746,29937,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_21,Stellako,3,1956,1958,21,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_31,Stellako,3,1956,1959,31,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_32,Stellako,3,1956,1959,32,38459,21686,,,,92,,,,historical,,2,,Include,Include
Stellako_1956_41,Stellako,3,1956,1960,41,38459,21686,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1956_42,Stellako,3,1956,1960,42,38459,21686,,,,220400,,,,post-DBE,,2,,Include,Include
Stellako_1956_43,Stellako,3,1956,1960,43,38459,21686,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1956_51,Stellako,3,1956,1961,51,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_52,Stellako,3,1956,1961,52,38459,21686,,,,26243,,,,historical,,2,,Include,Include
Stellako_1956_53,Stellako,3,1956,1961,53,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_62,Stellako,3,1956,1962,62,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_63,Stellako,3,1956,1962,63,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_64,Stellako,3,1956,1962,64,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1956_72,Stellako,3,1956,1963,72,38459,21686,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_21,Stellako,3,1957,1959,21,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_31,Stellako,3,1957,1960,31,38921,18044,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1957_32,Stellako,3,1957,1960,32,38921,18044,,,,8,,,,post-DBE,,2,,Include,Include
Stellako_1957_41,Stellako,3,1957,1961,41,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_42,Stellako,3,1957,1961,42,38921,18044,,,,143835,,,,historical,,2,,Include,Include
Stellako_1957_43,Stellako,3,1957,1961,43,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_51,Stellako,3,1957,1962,51,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_52,Stellako,3,1957,1962,52,38921,18044,,,,8000,,,,historical,,2,,Include,Include
Stellako_1957_53,Stellako,3,1957,1962,53,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_62,Stellako,3,1957,1963,62,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_63,Stellako,3,1957,1963,63,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_64,Stellako,3,1957,1963,64,38921,18044,,,,0,,,,historical,,2,,Include,Include
Stellako_1957_72,Stellako,3,1957,1964,72,38921,18044,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1958_21,Stellako,3,1958,1960,21,112273,61581,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1958_31,Stellako,3,1958,1961,31,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1958_32,Stellako,3,1958,1961,32,112273,61581,,,,1156,,,,historical,,2,,Include,Include
Stellako_1958_41,Stellako,3,1958,1962,41,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1958_42,Stellako,3,1958,1962,42,112273,61581,,,,323089,,,,historical,,2,,Include,Include
Stellako_1958_43,Stellako,3,1958,1962,43,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1958_51,Stellako,3,1958,1963,51,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1958_52,Stellako,3,1958,1963,52,112273,61581,,,,16215,,,,historical,,2,,Include,Include
Stellako_1958_53,Stellako,3,1958,1963,53,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1958_62,Stellako,3,1958,1964,62,112273,61581,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1958_63,Stellako,3,1958,1964,63,112273,61581,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1958_64,Stellako,3,1958,1964,64,112273,61581,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1958_72,Stellako,3,1958,1965,72,112273,61581,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_21,Stellako,3,1959,1961,21,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_31,Stellako,3,1959,1962,31,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_32,Stellako,3,1959,1962,32,79355,41872,,,,17,,,,historical,,2,,Include,Include
Stellako_1959_41,Stellako,3,1959,1963,41,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_42,Stellako,3,1959,1963,42,79355,41872,,,,514918,,,,historical,,2,,Include,Include
Stellako_1959_43,Stellako,3,1959,1963,43,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_51,Stellako,3,1959,1964,51,79355,41872,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1959_52,Stellako,3,1959,1964,52,79355,41872,,,,26485,,,,post-DBE,,2,,Include,Include
Stellako_1959_53,Stellako,3,1959,1964,53,79355,41872,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1959_62,Stellako,3,1959,1965,62,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_63,Stellako,3,1959,1965,63,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_64,Stellako,3,1959,1965,64,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1959_72,Stellako,3,1959,1966,72,79355,41872,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_21,Stellako,3,1960,1962,21,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_31,Stellako,3,1960,1963,31,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_32,Stellako,3,1960,1963,32,38884,22718,,,,19,,,,historical,,2,,Include,Include
Stellako_1960_41,Stellako,3,1960,1964,41,38884,22718,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1960_42,Stellako,3,1960,1964,42,38884,22718,,,,143340,,,,post-DBE,,2,,Include,Include
Stellako_1960_43,Stellako,3,1960,1964,43,38884,22718,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1960_51,Stellako,3,1960,1965,51,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_52,Stellako,3,1960,1965,52,38884,22718,,,,21155,,,,historical,,2,,Include,Include
Stellako_1960_53,Stellako,3,1960,1965,53,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_62,Stellako,3,1960,1966,62,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_63,Stellako,3,1960,1966,63,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_64,Stellako,3,1960,1966,64,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1960_72,Stellako,3,1960,1967,72,38884,22718,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_21,Stellako,3,1961,1963,21,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_31,Stellako,3,1961,1964,31,47241,18136,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1961_32,Stellako,3,1961,1964,32,47241,18136,,,,288,,,,post-DBE,,2,,Include,Include
Stellako_1961_41,Stellako,3,1961,1965,41,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_42,Stellako,3,1961,1965,42,47241,18136,,,,137046,,,,historical,,2,,Include,Include
Stellako_1961_43,Stellako,3,1961,1965,43,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_51,Stellako,3,1961,1966,51,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_52,Stellako,3,1961,1966,52,47241,18136,,,,10068,,,,historical,,2,,Include,Include
Stellako_1961_53,Stellako,3,1961,1966,53,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_62,Stellako,3,1961,1967,62,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_63,Stellako,3,1961,1967,63,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_64,Stellako,3,1961,1967,64,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1961_72,Stellako,3,1961,1968,72,47241,18136,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_21,Stellako,3,1962,1964,21,124495,44532,,,,0,,,,post-DBE,,2,,Include,Include
Stellako_1962_31,Stellako,3,1962,1965,31,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_32,Stellako,3,1962,1965,32,124495,44532,,,,100,,,,historical,,2,,Include,Include
Stellako_1962_41,Stellako,3,1962,1966,41,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_42,Stellako,3,1962,1966,42,124495,44532,,,,572029,,,,historical,,2,,Include,Include
Stellako_1962_43,Stellako,3,1962,1966,43,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_51,Stellako,3,1962,1967,51,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_52,Stellako,3,1962,1967,52,124495,44532,,,,17376,,,,historical,,2,,Include,Include
Stellako_1962_53,Stellako,3,1962,1967,53,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_62,Stellako,3,1962,1968,62,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_63,Stellako,3,1962,1968,63,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_64,Stellako,3,1962,1968,64,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1962_72,Stellako,3,1962,1969,72,124495,44532,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_21,Stellako,3,1963,1965,21,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_31,Stellako,3,1963,1966,31,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_32,Stellako,3,1963,1966,32,138805,41535,,,,977,,,,historical,,2,,Include,Include
Stellako_1963_41,Stellako,3,1963,1967,41,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_42,Stellako,3,1963,1967,42,138805,41535,,,,713487,,,,historical,,2,,Include,Include
Stellako_1963_43,Stellako,3,1963,1967,43,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_51,Stellako,3,1963,1968,51,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_52,Stellako,3,1963,1968,52,138805,41535,,,,13462,,,,historical,,2,,Include,Include
Stellako_1963_53,Stellako,3,1963,1968,53,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_62,Stellako,3,1963,1969,62,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_63,Stellako,3,1963,1969,63,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_64,Stellako,3,1963,1969,64,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1963_72,Stellako,3,1963,1970,72,138805,41535,,,,0,,,,historical,,2,,Include,Include
Stellako_1964_21,Stellako,3,1964,1966,21,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_31,Stellako,3,1964,1967,31,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_32,Stellako,3,1964,1967,32,31047,16161,,,,194,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_41,Stellako,3,1964,1968,41,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_42,Stellako,3,1964,1968,42,31047,16161,,,,170674,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_43,Stellako,3,1964,1968,43,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_51,Stellako,3,1964,1969,51,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_52,Stellako,3,1964,1969,52,31047,16161,,,,6969,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_53,Stellako,3,1964,1969,53,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_62,Stellako,3,1964,1970,62,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_63,Stellako,3,1964,1970,63,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_64,Stellako,3,1964,1970,64,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1964_72,Stellako,3,1964,1971,72,31047,16161,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_21,Stellako,3,1965,1967,21,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_31,Stellako,3,1965,1968,31,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_32,Stellako,3,1965,1968,32,39418,20479,,,,179,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_41,Stellako,3,1965,1969,41,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_42,Stellako,3,1965,1969,42,39418,20479,,,,231100,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_43,Stellako,3,1965,1969,43,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_51,Stellako,3,1965,1970,51,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_52,Stellako,3,1965,1970,52,39418,20479,,,,12372,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
Stellako_1965_53,Stellako,3,1965,1970,53,39418,20479,,,,0,,,Severe log driving operation on Stellako River,historical,,2,,Include,Include
